A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry,index_right,OBJECTID,Name,EL_Zone,Shape_Leng,Shape_Area
26036,25989,0.17585287574382685,26036_25989,945,245.0,1,38,,POINT (422112.5 4518338),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26037,26067,0.11795775792011577,26037_26067,949,155.0,3,33,0015_311.4,POINT (422229.5 4518540),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26038,25988,0.17737987852102222,26038_25988,945,245.0,3,33,,POINT (422107.5 4518343.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26038,26006,0.1030823473081391,26038_26006,945,245.0,1,42,,POINT (422118.5 4518405),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26057,26031,0.10783887593271832,26057_26031,2207,315.0,3,33,,POINT (433491.19999999995 4507236.9),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
26059,90042,0.13600644800051315,26059_90042,2207,,3,33,,POINT (433599.4286065781 4507302.71040198),,,,,,
26066,26038,0.1174542408840148,26066_26038,945,245.0,3,33,0015_311.4,POINT (422218.5 4518551.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26067,26114,0.2510876427704278,26067_26114,949,155.0,3,33,0015_311.4,POINT (422433.49999999994 4518754),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26068,26036,0.11932945315876375,26068_26036,945,245.0,1,38,0015_311.4,POINT (422222 4518547),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26069,26115,0.25150939443835996,26069_26115,945,155.0,1,38,0015_311.4,POINT (422429.5 4518759.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26075,26004,0.27327546272930237,26075_26004,941,350.0,4,34,0215_025.7,POINT (420284.5 4520405.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26076,26092,0.10131424830539211,26076_26092,889,375.0,3,34,0215_026.7,POINT (420494 4520609.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26076,26106,0.16250174213376692,26076_26106,888,350.0,2,33,,POINT (420504 4520678.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26092,26109,0.11438829089690626,26092_26109,893,375.0,1,42,,POINT (420661.5 4520649),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26092,26121,0.16510284036420425,26092_26121,893,375.0,2,34,,POINT (420695 4520684),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26105,26075,0.16652905269560686,26105_26075,889,350.0,2,34,0215_026.7,POINT (420524.5 4520644),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26106,26131,0.14814495601688446,26106_26131,888,395.0,2,33,,POINT (420619.5 4520892.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26108,26075,0.176628411062583,26108_26075,888,350.0,2,33,,POINT (420488.5 4520704),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26109,26127,0.18372574399409097,26109_26127,893,375.0,1,42,,POINT (420893 4520611.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26114,26115,0.004480782526332521,26114_26115,945,155.0,1,39,,POINT (422580 4518894),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26114,26136,0.0962706719865998,26114_26136,946,155.0,1,42,,POINT (422642 4518940),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26114,26141,0.13348960783900102,26114_26141,945,155.0,3,33,,POINT (422645 4518978),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26115,26114,0.004480782526332521,26115_26114,945,155.0,1,39,,POINT (422580 4518894),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26115,26140,0.13211880735003687,26115_26140,945,155.0,1,38,,POINT (422640.5 4518983),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26117,26068,0.2528437361265768,26117_26068,945,245.0,1,38,0015_311.4,POINT (422427.5 4518763),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26117,26118,0.003623194536173401,26117_26118,945,245.0,1,39,,POINT (422575.5 4518903.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26118,26066,0.2541437281526711,26118_26066,945,245.0,3,33,0015_311.4,POINT (422424 4518767),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26118,26117,0.003623194536173401,26118_26117,945,245.0,1,39,,POINT (422575.5 4518903.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26121,26180,0.5288177698551395,26121_26180,893,375.0,2,34,,POINT (421245.5 4520733.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26123,26105,0.10663922076311905,26123_26105,889,350.0,2,34,,POINT (420727 4520729.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26127,26162,0.19657880514385168,26127_26162,893,375.0,1,41,,POINT (421172 4520639.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26130,26108,0.13076168814932457,26130_26108,888,390.0,2,33,,POINT (420597.5 4520919),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26131,26154,0.20277421325863382,26131_26154,888,395.0,2,33,0067_000.0,POINT (420622.5 4521169),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26134,26156,0.15738403637732193,26134_26156,946,155.0,1,41,,POINT (422721 4519080.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26136,26159,0.13814752427796237,26136_26159,946,155.0,1,42,,POINT (422738.5 4519094),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26138,26123,0.09974726052458628,26138_26123,889,350.0,2,34,,POINT (420886 4520769.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26140,26141,0.003978726830522356,26140_26141,946,155.0,1,39,,POINT (422705.5 4519067),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26140,26155,0.08647579881002052,26140_26155,945,155.0,1,38,,POINT (422712 4519138),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26141,26140,0.003978726830522356,26141_26140,946,155.0,1,39,,POINT (422705.5 4519067),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26141,26156,0.08902126823352681,26141_26156,946,155.0,3,33,,POINT (422717.5 4519136),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26142,26118,0.1413510304902947,26142_26118,945,245.0,3,33,,POINT (422635 4519002),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26143,26117,0.1418391309919062,26143_26117,945,245.0,1,38,,POINT (422639.5 4518996.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26148,26130,0.19486252984173869,26148_26130,888,390.0,2,33,0067_000.0,POINT (420589.5 4521176),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26151,26123,0.1515461736856891,26151_26123,889,350.0,1,41,,POINT (420905.5 4520833.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26154,26191,0.3886059332352719,26154_26191,889,395.0,2,33,,POINT (420555 4521640),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26155,26219,0.6616973434110902,26155_26219,893,155.0,1,38,0015_311.8,POINT (422750.148415 4519738.64955),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26156,26220,0.6600407460368392,26156_26220,894,155.0,3,33,0015_311.8,POINT (422757.35688 4519737.246725),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26162,26180,0.2241502566288069,26162_26180,893,375.0,1,41,,POINT (421491.00000000006 4520726.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26167,26151,0.09395065366333026,26167_26151,889,350.0,1,41,,POINT (421080 4520913.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26169,26167,0.17256383457813534,26169_26167,890,350.0,1,42,,POINT (421275.5 4520854),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26180,26222,0.4852925051291854,26180_26222,890,375.0,2,34,0215_027.4,POINT (422061.5 4520738.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26185,26138,0.4393461182716714,26185_26138,890,350.0,2,34,,POINT (421319.50000000006 4520771.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26185,26169,0.17248326733542804,26185_26169,890,350.0,1,42,,POINT (421534.5 4520776),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26186,26148,0.3890746118614637,26186_26148,888,390.0,2,33,,POINT (420524 4521641),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26191,26197,0.0751886687467211,26191_26197,888,395.0,2,33,0067_001.0,POINT (420514.5 4522010.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26193,26186,0.054680800825183,26193_26186,888,390.0,2,33,0067_001.0,POINT (420488 4521996),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26197,26243,0.8979128450528043,26197_26243,875,395.0,2,33,0067_001.0,POINT (420487.5 4522793),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26201,26142,0.524665665559108,26201_26142,893,245.0,3,33,0015_311.8,POINT (422720 4519519.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26202,26143,0.5285723902875055,26202_26143,893,245.0,1,38,0015_311.8,POINT (422728.5 4519516.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26210,26185,0.3629978254033546,26210_26185,890,350.0,2,34,0215_027.4,POINT (421965.09082499996 4520765.759265),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26214,26201,0.20929052875606863,26214_26201,893,245.0,3,33,,POINT (422753.23147999996 4520109.156605),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26215,26202,0.2078824029757485,26215_26202,893,245.0,1,38,,POINT (422762.58924 4520108.104485),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26217,26213,0.0677324785685091,26217_26213,893,245.0,1,31,,POINT (422652.5 4520359.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26219,29695,0.4277705361669862,26219_29695,893,155.0,1,38,,POINT (422794.484235 4520614.178005001),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26220,22454,0.4245466203759549,26220_22454,893,155.0,3,33,,POINT (422802.3363550001 4520608.800285),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26221,26217,0.045830188560741114,26221_26217,893,245.0,1,31,,POINT (422660 4520450),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26222,26228,0.17551882596378915,26222_26228,890,375.0,2,34,,POINT (422587 4520780.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
26225,26201,0.3799515184816425,26225_26201,893,245.0,2,41,,POINT (422732 4520246.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26226,26210,0.12298136577474332,26226_26210,890,350.0,2,34,0215_027.4,POINT (422356.102155 4520761.74371),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
26228,26237,0.1503079971638656,26228_26237,890,155.0,2,31,,POINT (422809.5 4520905.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26230,26214,0.3132632188757061,26230_26214,893,245.0,3,33,,POINT (422773.23147999996 4520529.156605),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26230,26221,0.19696731669648562,26230_26221,893,245.0,1,42,,POINT (422726 4520633.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26231,26215,0.3151979136544947,26231_26215,893,245.0,1,38,,POINT (422781.08924 4520528.604485),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26235,26226,0.2361427290309126,26235_26226,890,245.0,2,31,,POINT (422605.51133000007 4520874.984445),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26237,26250,0.20459116080588516,26237_26250,891,155.0,2,31,,POINT (422903.5 4521153.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26239,23080,0.09887063343820296,26239_23080,890,245.0,3,33,,POINT (422794.392315 4521051.484515),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26239,26235,0.09064590934378336,26239_26235,890,245.0,2,31,,POINT (422776.5 4521061),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26240,26193,0.9175270709307118,26240_26193,875,390.0,2,33,0067_001.0,POINT (420453.50000000006 4522777.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26241,24030,0.09229717916094492,26241_24030,890,245.0,1,38,,POINT (422804.02969 4521054.79065),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26243,26260,0.2535474885742375,26243_26260,874,395.0,2,33,0067_001.0,POINT (420463 4523719),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26250,26264,0.1680385358348679,26250_26264,891,155.0,2,31,,POINT (422876.5 4521449),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26258,26240,0.2777647338247064,26258_26240,875,390.0,2,33,0067_001.0,POINT (420417 4523738.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26260,26290,0.24845354023376576,26260_26290,866,395.0,2,33,0067_001.0,POINT (420546.5 4524106),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26263,26277,0.19279484814357056,26263_26277,882,155.0,1,38,0015_313.7,POINT (422841.5 4521735),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26264,26278,0.19223027044373617,26264_26278,883,155.0,4,33,0015_313.7,POINT (422850.5 4521734.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26271,26239,0.4390098427379834,26271_26239,890,245.0,4,33,,POINT (422810.5 4521484),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26272,26241,0.4389425567166137,26272_26241,890,245.0,1,38,,POINT (422819 4521482),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26274,26256,0.1739954618498697,26274_26256,882,245.0,1,42,0015_313.7,POINT (422787.5 4521744.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26277,26302,0.2937621349327335,26277_26302,883,155.0,1,38,0015_313.7,POINT (422922 4522114.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26278,26303,0.2925926709232016,26278_26303,883,155.0,4,33,0015_313.7,POINT (422930.50000000006 4522113),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26286,26271,0.0994681707630589,26286_26271,882,245.0,4,33,0015_313.7,POINT (422844 4521914.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26286,26274,0.0761454196724828,26286_26274,882,245.0,1,42,0015_313.7,POINT (422836 4521937.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26287,26272,0.09886663155429581,26287_26272,882,245.0,1,38,0015_313.7,POINT (422851 4521912),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26289,26258,0.24056836913689805,26289_26258,859,390.0,2,33,0067_001.0,POINT (420508.5 4524131.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26290,26314,0.4254928931305999,26290_26314,859,395.0,2,33,0067_001.0,POINT (420792 4524589),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26300,26286,0.23069085258546143,26300_26286,882,245.0,4,33,0015_313.7,POINT (422921.5 4522168.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26301,26287,0.2314744804327941,26301_26287,882,245.0,1,38,0015_313.7,POINT (422929 4522166),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26302,26356,0.836927951624356,26302_26356,880,155.0,1,38,0015_313.7,POINT (423375.99999999994 4522895),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26303,26354,0.8343372370217642,26303_26354,880,155.0,4,33,0015_313.7,POINT (423381.5 4522891.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26311,26289,0.4118459248512119,26311_26289,859,390.0,2,33,0067_001.0,POINT (420753 4524596),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26314,26341,0.6421955622992673,26314_26341,859,395.0,2,33,0067_001.0,POINT (420993 4525404.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26336,26311,0.6296514382068569,26336_26311,859,390.0,2,33,0067_001.0,POINT (420945 4525396),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26341,26361,0.2375302437339482,26341_26361,860,395.0,2,42,,POINT (421073.00000000006 4526106),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26341,26375,0.47892684097777655,26341_26375,861,395.0,2,33,,POINT (421067 4526303.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26354,26374,0.25695615464152444,26354_26374,880,155.0,1,42,0015_313.7,POINT (423899.27425 4523598.8215),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26354,26382,0.2934833620347641,26354_26382,880,155.0,4,33,0015_313.7,POINT (423897.5 4523638),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26355,26301,0.8384936417857112,26355_26301,879,245.0,1,38,0015_313.7,POINT (423368.5 4522899.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26356,26381,0.29174955402645303,26356_26381,879,155.0,1,38,0015_313.7,POINT (423892.5 4523642),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26357,26300,0.841949281516383,26357_26300,879,245.0,4,33,0015_313.7,POINT (423362.5 4522903.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26358,26336,0.24451351707421926,26358_26336,859,390.0,1,41,,POINT (420970.1162499999 4526097.1105),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26361,26375,0.24555546773390627,26361_26375,861,395.0,1,41,,POINT (421111 4526489.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26368,26336,0.4677356189310158,26368_26336,859,390.0,2,33,,POINT (421023.5 4526275.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26368,26358,0.23140654359646595,26368_26358,859,390.0,2,42,,POINT (421007.61624999996 4526471.6105),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26372,26357,0.24845332362628803,26372_26357,879,245.0,1,41,0015_313.7,POINT (423843.6383 4523636.459),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26374,26396,0.24753303330929033,26374_26396,872,155.0,1,41,0015_315.3,POINT (424116.77425 4523934.8215),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26375,26411,0.4059637854668765,26375_26411,820,395.0,2,33,0067_004.1,POINT (421198.5 4527000),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26377,26357,0.2888634808638122,26377_26357,879,245.0,4,33,0015_313.7,POINT (423882 4523650.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26377,26378,0.0035150150058361695,26377_26378,871,245.0,1,39,,POINT (424020 4523837),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26378,26355,0.2898722131258354,26378_26355,879,245.0,1,38,0015_313.7,POINT (423886 4523645.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26378,26377,0.0035150150058361695,26378_26377,871,245.0,1,39,,POINT (424020 4523837),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26381,26382,0.004168295035542129,26381_26382,871,155.0,1,39,,POINT (424032 4523831.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26381,26398,0.20828225050440594,26381_26398,871,155.0,1,38,0015_315.3,POINT (424109.50000000006 4523980),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26382,26381,0.004168295035542129,26382_26381,871,155.0,1,39,,POINT (424032 4523831.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26382,26396,0.20471756403965852,26382_26396,872,155.0,4,33,0015_315.3,POINT (424114.99999999994 4523974),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26396,26418,0.24463153445681826,26396_26418,871,155.0,4,33,0015_315.3,POINT (424270.00000000006 4524300),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26397,26372,0.2504487840342401,26397_26372,871,245.0,1,42,0015_315.3,POINT (424057.6383 4523975.459),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26397,26377,0.2106600208773307,26397_26377,871,245.0,4,33,0015_315.3,POINT (424096 4523989.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26398,26417,0.24013704907693958,26398_26417,871,155.0,1,38,0015_315.3,POINT (424264 4524305.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26399,26378,0.21210756554029916,26399_26378,871,245.0,1,38,0015_315.3,POINT (424102.5 4523985.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26406,26368,0.42923950112536224,26406_26368,816,390.0,2,33,0067_004.1,POINT (421154.49999999994 4526982.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26411,26493,0.7810623168175772,26411_26493,816,395.0,2,33,0067_004.1,POINT (421707 4527785),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26415,26397,0.22992134725409746,26415_26397,871,245.0,4,33,0015_315.3,POINT (424246.99999999994 4524310),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26416,26399,0.23172454836505232,26416_26399,871,245.0,1,38,0015_315.3,POINT (424255 4524308),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26417,26440,0.2393374207892986,26417_26440,871,155.0,1,38,0015_315.3,POINT (424374.99999999994 4524673),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26418,26443,0.239827338452912,26418_26443,871,155.0,4,33,0015_315.3,POINT (424384 4524671),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26438,26415,0.24837660387199142,26438_26415,871,245.0,4,33,0015_315.3,POINT (424356.5 4524676.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26439,26416,0.24604869659258172,26439_26416,871,245.0,1,38,0015_315.3,POINT (424363.99999999994 4524674.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26440,26487,0.639899889710421,26440_26487,864,155.0,1,38,0015_315.3,POINT (424432.5 4525376.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26443,26489,0.6423121893745117,26443_26489,864,155.0,4,33,0015_315.3,POINT (424442 4525376.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26485,26438,0.6338236447237293,26485_26438,864,245.0,4,33,0015_315.3,POINT (424416 4525382.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26486,26439,0.6362790073919461,26486_26439,864,245.0,1,38,0015_315.3,POINT (424423.5 4525380.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26487,26503,0.2250604846817959,26487_26503,864,155.0,1,38,0015_315.3,POINT (424459.00000000006 4526072),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26489,26504,0.2237985859718432,26489_26504,865,155.0,4,33,0015_315.3,POINT (424466.50000000006 4526073),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26489,26508,0.2505611884605423,26489_26508,865,155.0,2,42,0015_315.3,POINT (424486.5 4526093),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26490,26406,0.7940980693319127,26490_26406,816,390.0,2,33,0067_004.1,POINT (421667.5 4527797),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26493,26512,0.24793472978742692,26493_26512,817,395.0,2,33,0067_004.1,POINT (422282.5 4528375.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26500,26485,0.25025897858866436,26500_26485,864,245.0,2,41,0015_315.3,POINT (424415.50000000006 4526092),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26503,26504,0.004349609156548647,26503_26504,864,155.0,1,39,,POINT (424468.5 4526253),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26503,26526,0.2735233099047324,26503_26526,823,155.0,1,38,0015_316.9,POINT (424471.5 4526473),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26504,26503,0.004349609156548647,26504_26503,864,155.0,1,39,,POINT (424468.5 4526253),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26504,26527,0.2741444122243377,26504_26527,824,155.0,4,33,0015_316.9,POINT (424478.5 4526473.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26506,26485,0.2723002517638108,26506_26485,864,245.0,4,33,0015_315.3,POINT (424446 4526111),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26506,26507,0.0037282364198988407,26506_26507,823,245.0,1,39,,POINT (424456 4526330),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26507,26486,0.27228110896742863,26507_26486,864,245.0,1,38,0015_315.3,POINT (424452.5 4526111),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26507,26506,0.0037282364198988407,26507_26506,823,245.0,1,39,,POINT (424456 4526330),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26508,26527,0.24973464256162034,26508_26527,824,155.0,1,41,0015_316.9,POINT (424498.49999999994 4526493.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26510,26490,0.25096382527263933,26510_26490,816,390.0,2,33,0067_004.1,POINT (422253 4528394),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26512,26540,0.29281493840343764,26512_26540,816,395.0,2,33,0067_004.1,POINT (422615.5 4528654.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26524,26500,0.25009770213252774,26524_26500,823,245.0,1,42,0015_316.9,POINT (424427.99999999994 4526490),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26524,26506,0.22255642346874982,26524_26506,823,245.0,4,33,0015_316.9,POINT (424458.49999999994 4526509),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26525,26507,0.22319739838271355,26525_26507,823,245.0,1,38,0015_316.9,POINT (424465 4526509.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26526,26536,0.2040232695775428,26526_26536,823,155.0,1,38,0015_316.9,POINT (424485.50000000006 4526857),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26527,26537,0.20399582718980555,26527_26537,824,155.0,4,33,0015_316.9,POINT (424491.99999999994 4526858),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26533,26524,0.16656962218370136,26533_26524,823,245.0,4,33,0015_316.9,POINT (424467 4526822),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26534,26525,0.1659635282397384,26534_26525,823,245.0,1,38,0015_316.9,POINT (424474.5 4526822.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26536,26548,0.1376533462166778,26536_26548,823,155.0,1,38,0015_316.9,POINT (424506 4527131),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26537,26549,0.13587760961509135,26537_26549,824,155.0,4,33,0015_316.9,POINT (424512.5 4527130.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26537,26551,0.14801849849830603,26537_26551,824,155.0,1,42,0015_316.9,POINT (424533.5 4527136),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26540,26581,0.5647074950060005,26540_26581,813,395.0,2,33,0067_004.1,POINT (423062 4529177.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26541,26510,0.2984536762455074,26541_26510,816,390.0,2,33,0067_004.1,POINT (422593.5 4528674),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26546,26533,0.1744298527857755,26546_26533,823,245.0,4,33,0015_316.9,POINT (424485.5 4527095.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26547,26534,0.17696909353551687,26547_26534,823,245.0,1,38,0015_316.9,POINT (424494 4527097.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26548,26560,0.18157910569243785,26548_26560,825,155.0,1,38,0015_317.6,POINT (424546.5 4527384.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26549,26562,0.1844985303777755,26549_26562,825,155.0,4,33,0015_317.6,POINT (424555.5 4527384.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26551,26556,0.10294929303802113,26551_26556,824,155.0,1,42,0015_316.9,POINT (424623.5 4527311.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26552,26533,0.2516835733940991,26552_26533,823,245.0,1,41,0015_316.9,POINT (424473 4527158.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
