A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry,index_right,OBJECTID,Name,EL_Zone,Shape_Leng,Shape_Area
60702,60701,0.0029835420788749526,60702_60701,2770,135.0,1,39,,POINT (434738.8693 4466857.8645),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60702,60713,0.2620878945818701,60702_60713,2756,135.0,5,33,,POINT (434580.46305 4466997.3115),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60703,60692,0.2620790674835183,60703_60692,2770,265.0,5,33,,POINT (434850.9688 4466741.235),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60703,60704,0.004310375134313309,60703_60704,2733,265.0,1,39,,POINT (434692.92189999996 4466880.483),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60704,60693,0.2616800635565226,60704_60693,2770,265.0,1,38,,POINT (434855.6875 4466746.414),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60704,60703,0.004310375134313309,60704_60703,2733,265.0,1,39,,POINT (434692.92189999996 4466880.483),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60705,60707,0.08922154812180162,60705_60707,2756,135.0,2,41,,POINT (434690.4006 4466962.2524999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60706,60700,0.08950372718633975,60706_60700,2733,265.0,2,42,,POINT (434619.84705 4466881.5875),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60707,60713,0.154428672954365,60707_60713,2756,135.0,2,41,,POINT (434525.75714999996 4467068.6565000005),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60710,60703,0.23115053760585955,60710_60703,2733,265.0,5,33,,POINT (434548.93755 4466998.716),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60710,60706,0.1534480955981116,60710_60706,2733,265.0,2,42,,POINT (434488.49005 4467026.279999999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60711,60704,0.2321232141866677,60711_60704,2733,265.0,1,38,,POINT (434553.43750000006 4467004.3495000005),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60712,60718,0.718391433533458,60712_60718,2736,135.0,1,38,0015_275.3,POINT (433978.26564999996 4467506.325),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60713,60719,0.7184532567014483,60713_60719,2736,135.0,5,34,0015_275.3,POINT (433981.85939999996 4467511.328500001),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60715,60710,0.6183791599797082,60715_60710,2733,265.0,5,34,0015_275.3,POINT (434028.7188 4467442.1899999995),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60716,60711,0.6172562340504366,60716_60711,2733,265.0,1,38,0015_275.3,POINT (434033.42189999996 4467447.875),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60718,60730,0.24363157323060383,60718_60730,2736,135.0,1,38,,POINT (433390.32815 4468009.888),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60719,60729,0.19261334175246886,60719_60729,2714,135.0,2,42,,POINT (433447.00000000006 4468009.382999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60719,60731,0.24287730737516153,60719_60731,2714,135.0,5,33,,POINT (433394.53125 4468014.7475000005),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60721,60722,0.025975573918005975,60721_60722,2736,265.0,1,41,,POINT (433320.31255 4467948.1225000005),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60722,60715,0.2246804492006391,60722_60715,2736,265.0,2,41,,POINT (433495.4062999999 4467858.667),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60723,60722,0.03622361472960255,60723_60722,2736,265.0,1,41,,POINT (433328.42189999996 4467978.7530000005),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60724,60715,0.24123506670139808,60724_60715,2736,265.0,5,33,,POINT (433502.54689999996 4467891.1885),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60724,60726,0.004394171251989319,60724_60726,2736,265.0,1,39,,POINT (433357.125 4468020.27),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60725,60721,0.054823936571049114,60725_60721,2735,265.0,1,42,,POINT (433280.43755 4467983.5075),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60725,60727,0.01764498476797131,60725_60727,2735,265.0,1,42,,POINT (433274.5000499999 4468027.618),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60726,60716,0.24209348029292205,60726_60716,2736,265.0,1,38,,POINT (433507.26564999996 4467896.563999999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60726,60724,0.004394171251989319,60726_60724,2736,265.0,1,39,,POINT (433357.125 4468020.27),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60729,60728,0.02122137649614181,60729_60728,2714,135.0,1,42,,POINT (433334.03125 4468128.1559999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60729,60735,0.05635257920672983,60729_60735,2714,135.0,1,42,,POINT (433326.85939999996 4468169.4275),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60730,60731,0.0042129148988512884,60730_60731,2735,135.0,1,39,,POINT (433243.5 4468139.336999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60730,60740,0.24361676526326465,60730_60740,2735,135.0,1,38,,POINT (433091.8125 4468264.074),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60731,60730,0.0042129148988512884,60731_60730,2735,135.0,1,39,,POINT (433243.5 4468139.336999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60731,60741,0.2428777109883239,60731_60741,2706,135.0,5,33,,POINT (433097.34375 4468268.639),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60733,60734,0.024760053771068824,60733_60734,2706,135.0,1,41,,POINT (433275.0468999999 4468186.569),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60734,60741,0.22896729641622185,60734_60741,2706,135.0,2,41,,POINT (433105.4375 4468298.6595),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60735,60734,0.025589162298516807,60735_60734,2706,135.0,1,41,,POINT (433282.48439999996 4468204.8125),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60737,60724,0.24125020073541598,60737_60724,2735,265.0,5,33,,POINT (433207.5625 4468143.608),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60737,60725,0.19771558577076204,60737_60725,2735,265.0,2,42,,POINT (433160.5468999999 4468146.4715),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60738,60726,0.2420930293134247,60738_60726,2735,265.0,1,38,,POINT (433211.10939999996 4468149.7195),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60740,60744,0.6757115503245148,60740_60744,2735,135.0,1,38,0015_276.4,POINT (432529.22965 4468744.427),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60741,60746,0.6779466974877629,60741_60746,2706,135.0,5,33,0015_276.4,POINT (432533.85939999996 4468749.7905),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60742,60737,0.7805870594415795,60742_60737,2735,265.0,5,33,0015_276.4,POINT (432583.4723000001 4468678.9515),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60742,60743,0.00413968369714084,60742_60743,2734,265.0,1,39,,POINT (432109.12645 4469090.5465),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60743,60738,0.7792406961881032,60743_60738,2735,265.0,1,38,0015_276.4,POINT (432587.20105 4468684.6525),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60743,60742,0.00413968369714084,60743_60742,2734,265.0,1,39,,POINT (432109.12645 4469090.5465),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60744,60746,0.004360277692342092,60744_60746,2734,135.0,1,39,,POINT (432117.43279999995 4469100.8415),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60744,60751,0.22927862414646172,60744_60751,2734,135.0,1,38,,POINT (431973.0065999999 4469214.393),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60746,60744,0.004360277692342092,60746_60744,2734,135.0,1,39,,POINT (432117.43279999995 4469100.8415),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60746,60752,0.2291488480030106,60746_60752,2734,135.0,5,33,,POINT (431976.98795 4469221.643),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60749,60742,0.22821443286889048,60749_60742,2726,265.0,5,33,,POINT (431963.19635000004 4469202.4399999995),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60750,60743,0.2285839710596196,60750_60743,2726,265.0,1,38,,POINT (431968.37505 4469208.698000001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60751,60758,0.2905949192412959,60751_60758,2726,135.0,1,38,,POINT (431611.3311 4469413.627),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60752,60760,0.2913041734782302,60752_60760,2726,135.0,5,33,,POINT (431616.24875 4469423.4915),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60756,60749,0.2880352117516256,60756_60749,2726,265.0,5,33,,POINT (431602.8233 4469399.047499999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60757,60750,0.2894469562678423,60757_60750,2726,265.0,1,38,,POINT (431607.37205 4469406.361),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60758,60761,0.18215506397451697,60758_60761,2726,135.0,1,38,,POINT (431255.56975 4469548.325),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60760,60762,0.18077633953688135,60760_60762,2700,135.0,5,33,,POINT (431261.25505000004 4469558.684),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60761,60772,0.3012199462178113,60761_60772,2700,135.0,1,38,,POINT (430893.90625 4469691.4065000005),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60762,60773,0.3025659210384017,60762_60773,2700,135.0,5,33,,POINT (430898.86925 4469699.85),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60762,60777,0.28905701774033526,60762_60777,2700,135.0,2,42,,POINT (430920.9522 4469721.286499999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60764,60756,0.2652131290387614,60764_60756,2726,265.0,5,33,,POINT (431185.23605 4469553.2905),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60766,60757,0.2642767652091198,60766_60757,2726,265.0,1,38,,POINT (431190.29295000003 4469563.119),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60767,60764,0.18574284666383978,60767_60764,2728,265.0,2,41,,POINT (430839.75100000005 4469663.1485),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60770,60764,0.21859165384468063,60770_60764,2728,265.0,5,33,,POINT (430823.4337 4469696.338500001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60771,60766,0.21917545432993646,60771_60766,2728,265.0,1,38,,POINT (430828.64180000004 4469706.2575),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60772,60773,0.005259612787135108,60772_60773,2728,135.0,1,39,,POINT (430670.9688 4469786.1715),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60772,60799,0.4411206427475387,60772_60799,2702,135.0,1,38,,POINT (430389.60569999996 4470000.9745000005),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60773,60772,0.005259612787135108,60773_60772,2728,135.0,1,39,,POINT (430670.9688 4469786.1715),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60773,60795,0.3092816223769793,60773_60795,2702,135.0,5,33,,POINT (430478.00549999997 4469945.018),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60774,60767,0.18845585229778586,60774_60767,2728,265.0,2,41,,POINT (430551.15455 4469748.5225),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60777,60779,0.07605172441466687,60777_60779,2700,135.0,2,42,,POINT (430660.699 4469857.1505),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60777,60781,0.0459820338693466,60777_60781,2700,135.0,2,42,,POINT (430709.58675 4469869.1715),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60778,60774,0.054021530909170064,60778_60774,2728,265.0,1,41,,POINT (430423.2082 4469836.421),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60780,60774,0.10981741603623817,60780_60774,2728,265.0,2,41,,POINT (430334.62115 4469846.518999999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60781,60789,0.10981675874906355,60781_60789,2702,135.0,1,41,,POINT (430621.52739999996 4469941.3085),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60783,60789,0.040222957939834325,60783_60789,2702,135.0,1,41,,POINT (430548.77165 4469945.8115),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60784,60770,0.16608314880265396,60784_60770,2728,265.0,5,33,,POINT (430554.81255 4469846.4965),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60784,60785,0.004835918154531813,60784_60785,2729,265.0,1,39,,POINT (430449.37505 4469928.7495),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60785,60771,0.1652319691356927,60785_60771,2728,265.0,1,38,,POINT (430558.85939999996 4469853.2565),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60785,60784,0.004835918154531813,60785_60784,2729,265.0,1,39,,POINT (430449.37505 4469928.7495),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60788,60780,0.05853970805221933,60788_60780,2729,265.0,1,42,,POINT (430287.80315 4469936.483),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60788,60782,0.07474028124401283,60788_60782,2729,265.0,2,42,,POINT (430364.9152 4469944.745),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60789,60793,0.12305445860767851,60789_60793,2702,135.0,2,41,,POINT (430455.02960500005 4470026.70866),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60793,60800,0.2023041000929938,60793_60800,2702,135.0,2,41,,POINT (430231.051205 4470162.205159999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60795,60800,0.14994714359777803,60795_60800,2702,135.0,5,33,,POINT (430188.0507 4470174.0879999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60796,60788,0.15156498480061606,60796_60788,2729,265.0,2,42,,POINT (430223.63545 4470058.4025),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60799,60804,0.15030496654772996,60799_60804,2702,135.0,1,38,,POINT (430018.6045 4470298.853),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60800,60808,0.5554786578818037,60800_60808,2701,135.0,5,34,0015_278.5,POINT (429752.5658 4470538.032),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60802,60784,0.35309875480708464,60802_60784,2729,265.0,5,33,,POINT (430224.3624 4470102.004000001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60802,60796,0.11852207206227088,60802_60796,2729,265.0,2,42,,POINT (430067.69735000003 4470209.6295),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60803,60785,0.35646219387288686,60803_60785,2729,265.0,1,38,,POINT (430228.0012 4470111.4915),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60804,60807,0.4281554472116282,60804_60807,2575,135.0,1,38,0015_278.5,POINT (429665.01159999997 4470601.5594999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60807,60814,0.23443773083137018,60807_60814,2575,135.0,1,38,,POINT (429331.87215 4470999.8445),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60808,60813,0.1795421968752381,60808_60813,2575,135.0,2,42,,POINT (429385.97545 4470969.9485),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60808,60815,0.23503111308578828,60808_60815,2575,135.0,5,33,,POINT (429340.48934999993 4471002.8485),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60809,60802,0.521989152533922,60809_60802,2575,265.0,5,34,0015_278.5,POINT (429686.1592500001 4470555.723),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60810,60803,0.5164215649991561,60810_60803,2575,265.0,1,38,0015_278.5,POINT (429691.34495 4470564.4145),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60812,60809,0.19603052466286905,60812_60809,2549,265.0,2,41,,POINT (429286.56435 4470966.471),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60813,60817,0.08587215884155643,60813_60817,2575,135.0,2,42,,POINT (429301.94944999996 4471150.047499999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60813,71573,0.04995153155962604,60813_71573,2575,135.0,1,42,,POINT (429362.5319 4471152.0875),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60814,60824,0.2448735390551095,60814_60824,2570,135.0,1,38,,POINT (429191.5156499999 4471359.052999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60815,60825,0.24617937206433435,60815_60825,2570,135.0,5,33,,POINT (429199.5000499999 4471363.4275),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60816,60812,0.06214605493965266,60816_60812,2549,265.0,1,41,,POINT (429174.48615 4471141.3705),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60817,60812,0.06065042936542962,60817_60812,2549,265.0,2,41,,POINT (429223.3558 4471144.002),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60817,60823,0.06682009956079299,60817_60823,2575,135.0,2,41,,POINT (429275.17579999997 4471232.0955),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60819,60809,0.2489927053927306,60819_60809,2549,265.0,5,33,,POINT (429300.3906499999 4471020.655),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60820,60810,0.24707878840194739,60820_60810,2549,265.0,1,38,,POINT (429308.95314999996 4471024.0625),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60822,60816,0.04939416622732464,60822_60816,2570,265.0,2,42,,POINT (429145.12149999995 4471222.555),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60822,60817,0.07764557945655842,60822_60817,2570,265.0,1,42,,POINT (429193.99115 4471225.1865),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60823,60825,0.20172369272209711,60823_60825,2575,135.0,2,41,,POINT (429218.2125 4471412.5755),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60824,60833,0.17090095196784372,60824_60833,2570,140.0,1,38,,POINT (429060.5313 4471666.430500001),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60825,60834,0.17188896967086742,60825_60834,2576,140.0,5,33,,POINT (429067.31255 4471672.174000001),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60827,60819,0.2442813609767182,60827_60819,2570,265.0,5,33,,POINT (429160.7813 4471392.215),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60827,60822,0.19771897713265177,60827_60822,2570,265.0,2,42,,POINT (429117.59035 4471419.2155),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60828,60820,0.24702040460193447,60828_60820,2570,265.0,1,38,,POINT (429167.875 4471395.7695),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60831,60827,0.14144234026550684,60831_60827,2570,260.0,5,33,,POINT (429039.62505 4471677.476),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60832,60828,0.14176389405738923,60832_60828,2570,260.0,1,38,,POINT (429044.64065 4471682.9245),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60833,60840,0.3627043202553972,60833_60840,2570,140.0,1,38,,POINT (428763.46285 4471961.788000001),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60834,60841,0.36552820843517675,60834_60841,2570,140.0,5,33,,POINT (428766.30909999995 4471968.1535),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60837,60831,0.22051234962833735,60837_60831,2570,260.0,5,33,,POINT (428843.79634999996 4471882.4945),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60838,60832,0.22013841631318107,60838_60832,2570,260.0,1,38,,POINT (428849.6951 4471888.682),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60840,60849,0.23236608868867292,60840_60849,2572,140.0,1,38,,POINT (428379.30050000007 4472247.586999999),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60841,60850,0.22869843605664888,60841_60850,2578,140.0,5,33,,POINT (428382.3629 4472253.075999999),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60843,60837,0.20835618419255533,60843_60837,2572,260.0,5,33,,POINT (428566.31210000004 4472087.6175),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60844,60838,0.2082128044765989,60844_60838,2572,260.0,1,38,,POINT (428572.21654999995 4472093.1415),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60847,60843,0.16720813731607506,60847_60843,2572,260.0,5,33,,POINT (428325.9556 4472270.801999999),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60848,60844,0.166833461644436,60848_60844,2572,260.0,1,38,,POINT (428331.65975 4472275.365499999),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60849,60853,0.331677065557137,60849_60853,2578,140.0,1,38,0015_279.6,POINT (428028.23045 4472534.949999999),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60850,60855,0.3333349888264914,60850_60855,2578,140.0,5,33,0015_279.6,POINT (428033.3981 4472540.461999999),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60852,60848,0.3246335817829071,60852_60848,2578,260.0,1,38,0015_279.6,POINT (428026.9753 4472527.2754999995),24.0,36.0,I15,260.0,28133.836574,2771650.93587
60853,60867,0.37058723264672877,60853_60867,2572,140.0,1,38,,POINT (427599.97589999996 4472903.631),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60855,60868,0.36883204072174514,60855_60868,2581,140.0,5,33,,POINT (427605.2701 4472909.1695),15.0,27.0,I15,140.0,26827.2583508,2641468.06465
60856,60847,0.35210299840123394,60856_60847,2572,260.0,5,33,0015_279.6,POINT (428003.868 4472536.816),24.0,36.0,I15,260.0,28133.836574,2771650.93587
