A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,geometry
26809,26847,0.3709622603096854,26809_26847,793,0,4,33,"LINESTRING (425002 4533557, 425009.91 4534153.952)"
26810,26787,0.7701918586175371,26810_26787,731,0,0,33,"LINESTRING (413123.4569 4545453.425, 412127.9789 4546191.927)"
26811,26790,0.26741378526113296,26811_26790,674,0,0,33,"LINESTRING (409155.507 4549448.918, 409318.9899 4549050.819)"
26813,26831,0.39621681404611064,26813_26831,674,0,0,33,"LINESTRING (409183.9381 4549458.395, 408926.7436 4550041.872)"
26818,26824,0.4258203406212084,26818_26824,792,0,0,33,"LINESTRING (423335.466 4535408.647, 423841.1979 4534946.2)"
26822,26805,0.2894380664928288,26822_26805,785,0,0,33,"LINESTRING (423333.0638 4535444.679, 422906.6163 4535632.072)"
26823,26779,0.28791405896148187,26823_26779,778,0,0,33,"LINESTRING (421284.5098 4537495.882, 421145.424 4537053.898)"
26824,26900,0.558768981346587,26824_26900,792,0,0,33,"LINESTRING (423841.1979 4534946.2, 424730.4208 4534812.29)"
26825,26856,0.2750567751111501,26825_26856,778,0,0,33,"LINESTRING (421315.4178 4537495.882, 421311.2236 4537938.522)"
26826,26822,0.43508245004677815,26826_26822,792,0,0,33,"LINESTRING (423851.426 4534973.962, 423333.0638 4535444.679)"
26830,26811,0.3841098327211201,26830_26811,674,0,0,33,"LINESTRING (408910.3673 4550016.397, 409155.507 4549448.918)"
26831,26846,0.6410612823777396,26831_26846,667,0,0,33,"LINESTRING (408926.7436 4550041.872, 408301.1782 4550862.264)"
26836,26806,0.3343193210936237,26836_26806,795,0,1,38,"LINESTRING (424989 4534094, 424983 4533556)"
26837,26985,0.814075122898664,26837_26985,793,0,1,38,"LINESTRING (425000 4534089, 425018 4535399)"
26839,26861,0.2843894209064709,26839_26861,740,0,0,33,"LINESTRING (413898.9529 4545194.271, 414313.75279 4545000.85082)"
26840,26830,0.6665759871805453,26840_26830,670,0,0,33,"LINESTRING (408244.3051 4550857.318, 408910.3673 4550016.397)"
26841,26810,0.497663477496729,26841_26810,731,0,0,33,"LINESTRING (413889.9682 4545221.225, 413123.4569 4545453.425)"
26843,26802,0.3768155016233366,26843_26802,793,0,4,33,"LINESTRING (424977.6434 4534161.398, 424972 4533555)"
26844,26840,0.3557273114034843,26844_26840,598,0,0,33,"LINESTRING (407863.9969 4551285.227, 408244.3051 4550857.318)"
26846,26851,0.37237146867108467,26846_26851,667,0,0,33,"LINESTRING (408301.1782 4550862.264, 407900.5935 4551307.976)"
26847,26881,0.16389000654614508,26847_26881,793,0,0,31,"LINESTRING (425009.91 4534153.952, 425028.5254 4534417.049)"
26847,26986,0.7749631539649358,26847_26986,793,0,4,33,"LINESTRING (425009.91 4534153.952, 425028 4535401)"
26849,26867,0.39893682064025343,26849_26867,899,0,0,33,"LINESTRING (420326.6971 4538867.654, 420863.2093 4538515.02)"
26852,26823,0.27275539113725517,26852_26823,899,0,0,33,"LINESTRING (421282.8439 4537934.835, 421284.5098 4537495.882)"
26855,26894,0.9092202819635394,26855_26894,766,0,0,33,"LINESTRING (420341.8881 4538898.036, 419454.7324 4540061.668)"
26856,26871,0.23857471396003202,26856_26871,778,0,0,33,"LINESTRING (421311.2236 4537938.522, 421121.5956 4538272.374)"
26858,26733,1.6256652609422735,26858_26733,794,0,2,33,"LINESTRING (424839.7497 4534466.212, 424826 4531850)"
26859,26885,0.3300579756411677,26859_26885,759,0,0,33,"LINESTRING (418995.8695 4540324.878, 419436.5032 4540028.248)"
26861,26882,0.22600272869070528,26861_26882,731,0,0,33,"LINESTRING (414313.75279 4545000.85082, 414628.32904 4544818.28425)"
26862,26852,0.24165847834877768,26862_26852,899,0,0,33,"LINESTRING (421086.0816 4538270.299, 421282.8439 4537934.835)"
26865,26904,0.5354037147302512,26865_26904,759,0,0,33,"LINESTRING (419017.8472 4540355.097, 418512.3589 4541052.891)"
26866,26862,0.11801942949545557,26866_26862,899,0,0,33,"LINESTRING (420960.9611 4538413.196, 421086.0816 4538270.299)"
26867,26866,0.0877072435532074,26867_26866,899,0,0,33,"LINESTRING (420863.2093 4538515.02, 420960.9611 4538413.196)"
26871,26876,0.13634182957683558,26871_26876,778,0,0,33,"LINESTRING (421121.5956 4538272.374, 420977.2531 4538437.633)"
26873,26841,0.2930669706264863,26873_26841,731,0,0,33,"LINESTRING (414319.37022 4545026.12927, 413889.9682 4545221.225)"
26874,26912,0.1771350715095774,26874_26912,791,0,0,31,"LINESTRING (424878.0903 4534520.45, 424818.7922 4534799.285)"
26874,26931,0.23627328942017084,26874_26931,791,0,2,33,"LINESTRING (424878.0903 4534520.45, 424880.5654 4534900.686)"
26876,26879,0.0949996295317142,26876_26879,778,0,0,33,"LINESTRING (420977.2531 4538437.633, 420875.4282 4538551.677)"
26879,26855,0.3952583164488895,26879_26855,778,0,0,33,"LINESTRING (420875.4282 4538551.677, 420341.8881 4538898.036)"
26881,26910,0.13939691043905575,26881_26910,793,0,0,31,"LINESTRING (425028.5254 4534417.049, 424967.7152 4534632.987)"
26882,26928,0.6019166736677155,26882_26928,732,0,0,33,"LINESTRING (414628.32904 4544818.28425, 415452.9943 4544310.067)"
26883,26843,0.20477153438543952,26883_26843,793,0,0,31,"LINESTRING (424956.5459 4534490.269, 424977.6434 4534161.398)"
26885,26849,0.9088675266573462,26885_26849,766,0,0,33,"LINESTRING (419436.5032 4540028.248, 420326.6971 4538867.654)"
26890,26858,0.1319540905036419,26890_26858,791,0,0,31,"LINESTRING (424822.205 4534677.845, 424839.7497 4534466.212)"
26891,26859,0.5336507474092642,26891_26859,759,0,0,33,"LINESTRING (418487.634 4541017.177, 418995.8695 4540324.878)"
26892,26873,0.22816894963428228,26892_26873,731,0,0,33,"LINESTRING (414639.5639 4544846.37141, 414319.37022 4545026.12927)"
26893,26896,0.1321068606916946,26893_26896,749,0,0,33,"LINESTRING (416555.936 4542958.715, 416709.9503 4542812.153)"
26894,26865,0.327015227763133,26894_26865,759,0,0,33,"LINESTRING (419454.7324 4540061.668, 419017.8472 4540355.097)"
26896,26899,0.07339870947164942,26896_26899,754,0,0,32,"LINESTRING (416709.9503 4542812.153, 416799.2389 4542734.818)"
26899,26916,0.22939124949108544,26899_26916,754,0,0,33,"LINESTRING (416799.2389 4542734.818, 417111.1628 4542537.362)"
26900,26890,0.1011517663530604,26900_26890,791,0,0,31,"LINESTRING (424730.4208 4534812.29, 424822.205 4534677.845)"
26900,26901,0.07224515792424055,26900_26901,791,0,0,31,"LINESTRING (424730.4208 4534812.29, 424817.034 4534734.726)"
26901,26883,0.17489495202319705,26901_26883,791,0,0,31,"LINESTRING (424817.034 4534734.726, 424956.5459 4534490.269)"
26901,26931,0.1104208557263188,26901_26931,792,0,0,31,"LINESTRING (424817.034 4534734.726, 424880.5654 4534900.686)"
26903,26934,1.0943022266609523,26903_26934,743,0,0,33,"LINESTRING (416575.8088 4542988.525, 415455.4784 4544347.329)"
26904,26946,0.8182404944554773,26904_26946,759,0,0,33,"LINESTRING (418512.3589 4541052.891, 417752.1805 4542128.141)"
26905,26732,1.7892211438147037,26905_26732,794,0,0,38,"LINESTRING (424853.1605 4534721.4, 424832.9176 4531842.006)"
26906,26903,0.20343211032637734,26906_26903,749,0,0,33,"LINESTRING (416813.5474 4542763.435, 416575.8088 4542988.525)"
26907,26826,0.5562105017580613,26907_26826,792,0,0,33,"LINESTRING (424736.8845 4534842.721, 423851.426 4534973.962)"
26910,26915,0.0669605246298203,26910_26915,791,0,0,31,"LINESTRING (424967.7152 4534632.987, 424915.5921 4534727.305)"
26912,26907,0.05760885148521795,26912_26907,792,0,0,31,"LINESTRING (424818.7922 4534799.285, 424736.8845 4534842.721)"
26913,26964,0.31224101839223756,26913_26964,792,0,0,38,"LINESTRING (424865.8658 4534755.603, 424880.7323 4535257.885)"
26915,26912,0.07495553424385584,26915_26912,791,0,0,31,"LINESTRING (424915.5921 4534727.305, 424818.7922 4534799.285)"
26916,26929,0.18463050247964097,26916_26929,754,0,0,33,"LINESTRING (417111.1628 4542537.362, 417371.5762 4542394.278)"
26926,26858,0.271386017513692,26926_26858,791,0,2,33,"LINESTRING (424850.5425 4534902.831, 424839.7497 4534466.212)"
26926,26907,0.07989257055841487,26926_26907,792,0,0,31,"LINESTRING (424850.5425 4534902.831, 424736.8845 4534842.721)"
26928,26893,1.083869393684824,26928_26893,740,0,0,33,"LINESTRING (415452.9943 4544310.067, 416555.936 4542958.715)"
26929,26939,0.13365939724123577,26929_26939,754,0,0,33,"LINESTRING (417371.5762 4542394.278, 417551.8625 4542276.948)"
26931,26968,0.22396603478967733,26931_26968,792,0,2,33,"LINESTRING (424880.5654 4534900.686, 424890 4535261)"
26934,26892,0.5942999986321685,26934_26892,732,0,0,33,"LINESTRING (415455.4784 4544347.329, 414639.5639 4544846.37141)"
26937,26906,0.41995417052010126,26937_26906,754,0,0,33,"LINESTRING (417397.3314 4542422.894, 416813.5474 4542763.435)"
26939,26940,0.1408239794370713,26939_26940,754,0,0,33,"LINESTRING (417551.8625 4542276.948, 417712.1169 4542116.694)"
26940,26891,0.8360556676628056,26940_26891,759,0,0,33,"LINESTRING (417712.1169 4542116.694, 418487.634 4541017.177)"
26945,26937,0.11934962654922318,26945_26937,754,0,0,33,"LINESTRING (417557.5858 4542317.012, 417397.3314 4542422.894)"
26946,26947,0.07544127318959265,26946_26947,754,0,0,33,"LINESTRING (417752.1805 4542128.141, 417666.3299 4542213.991)"
26947,26945,0.09307866120663456,26947_26945,754,0,0,33,"LINESTRING (417666.3299 4542213.991, 417557.5858 4542317.012)"
26958,26926,0.2121343916292526,26958_26926,792,0,2,33,"LINESTRING (424863 4535244, 424850.5425 4534902.831)"
26961,26905,0.3262266947626168,26961_26905,792,0,0,38,"LINESTRING (424872.3734 4535246.058, 424853.1605 4534721.4)"
26964,27069,0.8918672743249905,26964_27069,786,0,0,38,"LINESTRING (424880.7323 4535257.885, 424483.1681 4536637.044)"
26968,27088,1.0035723722926482,26968_27088,786,0,2,33,"LINESTRING (424890 4535261, 424443 4536813)"
26982,26843,0.7709700854534036,26982_26843,793,0,4,33,"LINESTRING (424997 4535402, 424977.6434 4534161.398)"
26984,26836,0.8128241821747917,26984_26836,793,0,1,38,"LINESTRING (425006 4535402, 424989 4534094)"
26985,27011,0.17457146062524748,26985_27011,789,0,1,38,"LINESTRING (425018 4535399, 424985 4535678)"
26986,27012,0.17410527001804618,26986_27012,789,0,4,33,"LINESTRING (425028 4535401, 424993 4535679)"
26996,26982,0.14281438272287028,26996_26982,789,0,4,33,"LINESTRING (424968 4535630, 424997 4535402)"
26998,26984,0.1441263313500342,26998_26984,789,0,1,38,"LINESTRING (424976 4535632, 425006 4535402)"
27011,27037,0.32542376445667903,27011_27037,789,0,1,38,"LINESTRING (424985 4535678, 424771 4536156)"
27012,27040,0.3199345582441306,27012_27040,789,0,4,33,"LINESTRING (424993 4535679, 424785 4536150)"
27033,26996,0.3603586886753977,27033_26996,789,0,4,33,"LINESTRING (424749 4536167, 424968 4535630)"
27034,26998,0.3548174350969561,27034_26998,789,0,1,38,"LINESTRING (424761 4536161, 424976 4535632)"
27037,27106,0.4313830717707003,27037_27106,787,0,1,38,"LINESTRING (424771 4536156, 424575 4536822)"
27040,27107,0.4364363925322503,27040_27107,787,0,4,33,"LINESTRING (424785 4536150, 424584 4536823)"
27069,27084,0.10337620499696379,27069_27084,786,0,0,38,"LINESTRING (424483.1681 4536637.044, 424440.8183 4536797.931)"
27088,27110,0.13063613681154163,27088_27110,786,0,2,31,"LINESTRING (424443 4536813, 424401 4537019)"
27088,27121,0.2572550669358439,27088_27121,780,0,2,31,"LINESTRING (424443 4536813, 424281 4537194)"
27089,26961,1.042408702145497,27089_26961,786,0,0,38,"LINESTRING (424410.3925 4536858.783, 424872.3734 4535246.058)"
27090,27033,0.32829421604943815,27090_27033,787,0,4,33,"LINESTRING (424597 4536673, 424749 4536167)"
27091,26958,1.0650236261174466,27091_26958,786,0,2,33,"LINESTRING (424392 4536892, 424863 4535244)"
27092,27034,0.3336540164045597,27092_27034,787,0,1,38,"LINESTRING (424609 4536676, 424761 4536161)"
27106,27180,0.35190823808803134,27106_27180,780,0,1,38,"LINESTRING (424575 4536822, 424421 4537367)"
27107,27182,0.3550670838313749,27107_27182,780,0,4,33,"LINESTRING (424584 4536823, 424429 4537373)"
27110,27133,0.2411126394406733,27110_27133,780,0,2,31,"LINESTRING (424401 4537019, 424189 4537344)"
27112,27091,0.18132589129392643,27112_27091,780,0,2,33,"LINESTRING (424272 4537158, 424392 4536892)"
27113,27129,0.339745976431666,27113_27129,765,0,3,33,"LINESTRING (421714.2342 4539718.509, 422138 4539373)"
27114,24095,0.08858185473244558,27114_24095,1330,0,1,31,"LINESTRING (419603.09662 4508255.43825, 419658 4508387)"
27117,27132,0.33867729813345665,27117_27132,765,0,1,38,"LINESTRING (421723.1649 4539734.584, 422143 4539387)"
27121,27222,0.4708365552456885,27121_27222,780,0,2,31,"LINESTRING (424281 4537194, 424173 4537944)"
27122,27144,0.4703165597803363,27122_27144,765,0,1,38,"LINESTRING (421735.6678 4539745.301, 421249 4540325)"
27127,27112,0.12350945717572252,27127_27112,780,0,2,31,"LINESTRING (424169 4537328, 424272 4537158)"
27128,27146,0.47034579890854616,27128_27146,765,0,4,33,"LINESTRING (421746.3847 4539754.232, 421255 4540330)"
27129,27141,0.4034833997895917,27129_27141,775,0,3,33,"LINESTRING (422138 4539373, 422621 4538939)"
27131,27141,0.12456809042194757,27131_27141,775,0,0,31,"LINESTRING (422457.7731 4539055.388, 422621 4538939)"
27132,27145,0.40953743258732844,27132_27145,775,0,1,38,"LINESTRING (422143 4539387, 422631 4538944)"
27133,27176,0.17907720791358728,27133_27176,780,0,2,31,"LINESTRING (424189 4537344, 424140 4537628)"
27136,27113,0.4835192002354219,27136_27113,765,0,3,33,"LINESTRING (421223 4540322, 421714.2342 4539718.509)"
27139,27122,0.34111688242515165,27139_27122,764,0,1,38,"LINESTRING (422160 4539397, 421735.6678 4539745.301)"
27140,27117,0.4759461741565013,27140_27117,765,0,1,38,"LINESTRING (421234 4540324, 421723.1649 4539734.584)"
27141,27159,0.7068887114749925,27141_27159,775,0,3,33,"LINESTRING (422621 4538939, 423491 4538206)"
27143,27128,0.3423291820121527,27143_27128,764,0,4,33,"LINESTRING (422170 4539402, 421746.3847 4539754.232)"
27144,27154,0.2467483577177969,27144_27154,764,0,1,38,"LINESTRING (421249 4540325, 421018 4540648)"
27145,27163,0.7041874970164007,27145_27163,776,0,1,38,"LINESTRING (422631 4538944, 423497 4538213)"
27146,27158,0.24487131986078806,27146_27158,764,0,4,33,"LINESTRING (421255 4540330, 421025 4540650)"
27147,27139,0.353927823559622,27147_27139,771,0,1,38,"LINESTRING (422577 4539009, 422160 4539397)"
27149,27143,0.08531155764317037,27149_27143,771,0,0,31,"LINESTRING (422285 4539327, 422170 4539402)"
27150,27143,0.4100238907974668,27150_27143,776,0,4,33,"LINESTRING (422659.493 4538959.482, 422170 4539402)"
27151,27136,0.24083143973892235,27151_27136,765,0,3,33,"LINESTRING (421000 4540639, 421223 4540322)"
27152,27140,0.24227003468620545,27152_27140,765,0,1,38,"LINESTRING (421007 4540641, 421234 4540324)"
27154,27300,1.294554603860543,27154_27300,763,0,1,38,"LINESTRING (421018 4540648, 420343 4542619)"
27158,27301,1.2911869799176021,27158_27301,760,0,4,33,"LINESTRING (421025 4540650, 420358 4542618)"
27159,27168,0.15070690886493723,27159_27168,775,0,4,33,"LINESTRING (423491 4538206, 423680 4538054)"
27160,27090,0.387499517259718,27160_27090,787,0,4,33,"LINESTRING (424427 4537273, 424597 4536673)"
27163,27173,0.1517791151806463,27163_27173,775,0,1,38,"LINESTRING (423497 4538213, 423689 4538062)"
27164,27092,0.38920607803036594,27164_27092,787,0,1,38,"LINESTRING (424436 4537278, 424609 4536676)"
27167,27147,0.7590326773093893,27167_27147,776,0,1,38,"LINESTRING (423507 4538217, 422577 4539009)"
27168,27181,0.26127227362308325,27168_27181,780,0,2,31,"LINESTRING (423680 4538054, 424004 4537786)"
27168,27189,0.2761161190741873,27168_27189,780,0,4,33,"LINESTRING (423680 4538054, 424046 4537802)"
27170,27150,0.6996176779085557,27170_27150,776,0,4,33,"LINESTRING (423512 4538224, 422659.493 4538959.482)"
27173,27192,0.2752519914197204,27173_27192,780,0,1,38,"LINESTRING (423689 4538062, 424054 4537811)"
27176,27206,0.12443599936579196,27176_27206,780,0,2,31,"LINESTRING (424140 4537628, 424110 4537826)"
27177,27167,0.1500290286128615,27177_27167,775,0,1,38,"LINESTRING (423703 4538076, 423507 4538217)"
27178,27127,0.23724723911821707,27178_27127,780,0,2,31,"LINESTRING (424083 4537700, 424169 4537328)"
27179,27170,0.15025661332633103,27179_27170,776,0,4,33,"LINESTRING (423707 4538081, 423512 4538224)"
27180,27193,0.11476739306890209,27180_27193,780,0,1,38,"LINESTRING (424421 4537367, 424338 4537532)"
27181,27178,0.07256239597521037,27181_27178,780,0,2,31,"LINESTRING (424004 4537786, 424083 4537700)"
27182,27196,0.1119885380598298,27182_27196,781,0,4,33,"LINESTRING (424429 4537373, 424348 4537534)"
27184,27160,0.2682179007928301,27184_27160,780,0,2,31,"LINESTRING (424180 4537627, 424427 4537273)"
27187,27160,0.16857877845741537,27187_27160,780,0,4,33,"LINESTRING (424317 4537521, 424427 4537273)"
27189,27187,0.24257583076792757,27189_27187,780,0,4,33,"LINESTRING (424046 4537802, 424317 4537521)"
27190,27164,0.16505723200542197,27190_27164,780,0,1,38,"LINESTRING (424331 4537522, 424436 4537278)"
27192,27190,0.24874319784816254,27192_27190,780,0,1,38,"LINESTRING (424054 4537811, 424331 4537522)"
27193,27195,0.2496047399596033,27193_27195,780,0,1,38,"LINESTRING (424338 4537532, 424059 4537821)"
27195,27177,0.27210237792587205,27195_27177,780,0,1,38,"LINESTRING (424059 4537821, 423703 4538076)"
27196,27200,0.2523002871561851,27196_27200,780,0,4,33,"LINESTRING (424348 4537534, 424069 4537829)"
27196,27219,0.18684420919898026,27196_27219,781,0,2,31,"LINESTRING (424348 4537534, 424231 4537811)"
27200,27179,0.27407257458178247,27200_27179,780,0,4,33,"LINESTRING (424069 4537829, 423707 4538081)"
27203,27268,0.3452141165948186,27203_27268,585,0,0,33,"LINESTRING (407274.2506 4554645.975, 407389.3608 4555189.486)"
27206,27170,0.4463550078178631,27206_27170,775,0,2,31,"LINESTRING (424110 4537826, 423512 4538224)"
27215,27184,0.14100233076377158,27215_27184,780,0,2,31,"LINESTRING (424133 4537849, 424180 4537627)"
27216,27112,0.4312922158844526,27216_27112,780,0,2,31,"LINESTRING (424160 4537843, 424272 4537158)"
27219,27222,0.09015902146214327,27219_27222,781,0,2,31,"LINESTRING (424231 4537811, 424173 4537944)"
27222,27263,0.46651686817434146,27222_27263,777,0,3,33,"LINESTRING (424173 4537944, 423899 4538643)"
27235,27215,0.2336336700865784,27235_27215,776,0,2,31,"LINESTRING (424035 4538212, 424133 4537849)"
27235,27216,0.24208509570147768,27235_27216,776,0,2,31,"LINESTRING (424035 4538212, 424160 4537843)"
27253,27235,0.21534398127269508,27253_27235,776,0,3,33,"LINESTRING (423912 4538536, 424035 4538212)"
27262,27194,0.35416427074622703,27262_27194,585,0,0,33,"LINESTRING (407344.3631 4555195.623, 407241.4074 4554635.028)"
27263,27283,0.28676604248989424,27263_27283,777,0,3,33,"LINESTRING (423899 4538643, 423734 4539074)"
27272,27253,0.1666947457925084,27272_27253,776,0,3,33,"LINESTRING (423820 4538788, 423912 4538536)"
27283,27294,0.12937989098457808,27283_27294,777,0,3,33,"LINESTRING (423734 4539074, 423661 4539269)"
27290,27272,0.31665632635094904,27290_27272,776,0,3,33,"LINESTRING (423638 4539264, 423820 4538788)"
27294,27314,0.1362904291627479,27294_27314,774,0,3,33,"LINESTRING (423661 4539269, 423583 4539474)"
27295,27151,1.2959316486419332,27295_27151,763,0,3,33,"LINESTRING (420324 4542612, 421000 4540639)"
27298,27152,1.2957163723436171,27298_27152,763,0,1,38,"LINESTRING (420335 4542615, 421007 4540641)"
27300,27340,0.25601235424790453,27300_27340,756,0,1,38,"LINESTRING (420343 4542619, 420346 4543031)"
27301,27343,0.25912435172865306,27301_27343,756,0,4,33,"LINESTRING (420358 4542618, 420354 4543035)"
27308,27290,0.13665256574721174,27308_27290,771,0,3,33,"LINESTRING (423561 4539470, 423638 4539264)"
27314,27331,0.26148746944237006,27314_27331,774,0,3,33,"LINESTRING (423583 4539474, 423432.0101 4539866.802)"
27331,27359,0.21489508738094432,27331_27359,774,0,3,33,"LINESTRING (423432.0101 4539866.802, 423320 4540194)"
27339,27295,0.2715405968678228,27339_27295,756,0,3,33,"LINESTRING (420325 4543049, 420324 4542612)"
27340,27365,0.134539753507148,27340_27365,756,0,1,38,"LINESTRING (420346 4543031, 420331 4543247)"
27342,27298,0.2702999973137138,27342_27298,756,0,1,38,"LINESTRING (420333 4543050, 420335 4542615)"
27343,27366,0.13334490988869846,27343_27366,756,0,3,33,"LINESTRING (420354 4543035, 420338 4543249)"
27346,27308,0.4082162904986691,27346_27308,771,0,3,33,"LINESTRING (423333.3768 4540086.265, 423561 4539470)"
27357,27346,0.06835845767182394,27357_27346,771,0,3,33,"LINESTRING (423303 4540192, 423333.3768 4540086.265)"
27359,27380,0.12446237064866979,27359_27380,774,0,3,33,"LINESTRING (423320 4540194, 423309 4540394)"
27361,27339,0.1166212508178723,27361_27339,756,0,3,33,"LINESTRING (420309 4543236, 420325 4543049)"
27362,27342,0.12044537565685451,27362_27342,756,0,1,38,"LINESTRING (420315 4543243, 420333 4543050)"
27365,27391,0.20349648808228896,27365_27391,756,0,1,38,"LINESTRING (420331 4543247, 420193 4543544)"
27366,27397,0.20714185036263458,27366_27397,756,0,3,33,"LINESTRING (420338 4543249, 420199 4543552)"
27378,27357,0.1351596402017774,27378_27357,771,0,3,33,"LINESTRING (423288 4540409, 423303 4540192)"
27380,27435,0.23871652452052075,27380_27435,770,0,3,33,"LINESTRING (423309 4540394, 423431.2894 4540758.193)"
27381,27361,0.19419463816472465,27381_27361,756,0,3,33,"LINESTRING (420183 4543522, 420309 4543236)"
27383,27384,0.2135389697321832,27383_27384,751,0,3,33,"LINESTRING (419709 4544001, 419953 4543759)"
27384,27381,0.20521205049217703,27384_27381,751,0,3,33,"LINESTRING (419953 4543759, 420183 4543522)"
27386,27362,0.1928068637772957,27386_27362,756,0,1,38,"LINESTRING (420190 4543527, 420315 4543243)"
27388,27390,0.2100239849876347,27388_27390,751,0,1,38,"LINESTRING (419718 4544004, 419958 4543766)"
27390,27386,0.20696936226710838,27390_27386,751,0,1,38,"LINESTRING (419958 4543766, 420190 4543527)"
27391,27393,0.11471860134073365,27391_27393,751,0,1,38,"LINESTRING (420193 4543544, 420066 4543678)"
27392,27424,0.30687824869925695,27392_27424,751,0,1,38,"LINESTRING (419726 4544014, 419516 4544461)"
27393,27392,0.29702396767398287,27393_27392,751,0,1,38,"LINESTRING (420066 4543678, 419726 4544014)"
27397,27399,0.11298907617183827,27397_27399,751,0,3,33,"LINESTRING (420199 4543552, 420075 4543685)"
27398,27425,0.3046044956010649,27398_27425,751,0,3,33,"LINESTRING (419734 4544020, 419522 4544462)"
27399,27398,0.29703046714701464,27399_27398,752,0,3,33,"LINESTRING (420075 4543685, 419734 4544020)"
27424,27444,0.33508644687609224,27424_27444,742,0,1,38,"LINESTRING (419516 4544461, 419293 4544952)"
27425,27447,0.3382939448047311,27425_27447,752,0,3,33,"LINESTRING (419522 4544462, 419302 4544960)"
27435,27527,0.3767429955406246,27435_27527,769,0,3,33,"LINESTRING (423431.2894 4540758.193, 423626.6804 4541332.154)"
27437,27383,0.6408669836503962,27437_27383,751,0,3,33,"LINESTRING (419278 4544938, 419709 4544001)"
27442,27388,0.6433401766387399,27442_27388,751,0,1,38,"LINESTRING (419284 4544944, 419718 4544004)"
27444,27475,0.21965767933021135,27444_27475,738,0,1,38,"LINESTRING (419293 4544952, 419251 4545303)"
27447,27477,0.21603227607522626,27447_27477,738,0,3,33,"LINESTRING (419302 4544960, 419259 4545305)"
27449,27378,0.2867061210758972,27449_27378,769,0,3,33,"LINESTRING (423439 4540845, 423288 4540409)"
27475,27520,0.2619725438553753,27475_27520,737,0,1,38,"LINESTRING (419251 4545303, 419196 4545721)"
27477,27525,0.2629691707397381,27477_27525,737,0,3,33,"LINESTRING (419259 4545305, 419207 4545725)"
27481,27437,0.2669821080528666,27481_27437,742,0,3,33,"LINESTRING (419222 4545364, 419278 4544938)"
27482,27442,0.2643574059699336,27482_27442,738,0,1,38,"LINESTRING (419230 4545366, 419284 4544944)"
27496,27569,0.33744578522840324,27496_27569,491,0,0,32,"LINESTRING (407421.238 4557285.842, 407421.238 4557828.907)"
27503,27579,0.34068857623369164,27503_27579,484,0,0,32,"LINESTRING (407498.0868 4557280.719, 407508.3333 4557828.907)"
27515,27481,0.2187346772122459,27515_27481,737,0,3,33,"LINESTRING (419176 4545713, 419222 4545364)"
27517,27482,0.22050328890922008,27517_27482,737,0,1,38,"LINESTRING (419185 4545718, 419230 4545366)"
27520,27574,1.0628069800172177,27520_27574,721,0,1,38,"LINESTRING (419196 4545721, 418176 4547094)"
27525,27576,1.0655323168890207,27525_27576,721,0,3,33,"LINESTRING (419207 4545725, 418181 4547099)"
27526,27449,0.3187201797996095,27526_27449,769,0,3,33,"LINESTRING (423603.6134 4541330.797, 423439 4540845)"
27527,27620,0.4433853982557756,27527_27620,769,0,3,33,"LINESTRING (423626.6804 4541332.154, 423635.2829 4542045.66)"
27568,27515,1.0598287572559322,27568_27515,720,0,3,33,"LINESTRING (418160 4547083, 419176 4545713)"
27570,27517,1.0614388684136875,27570_27517,720,0,1,38,"LINESTRING (418166 4547089, 419185 4545718)"
27574,27585,0.224564141412218,27574_27585,720,0,1,38,"LINESTRING (418176 4547094, 417973 4547393)"
27576,27588,0.22370108922890666,27576_27588,720,0,3,33,"LINESTRING (418181 4547099, 417979 4547397)"
27584,27568,0.27281093847345234,27584_27568,720,0,3,33,"LINESTRING (417916 4547448, 418160 4547083)"
27585,27602,0.2736863005399138,27585_27602,710,0,1,38,"LINESTRING (417973 4547393, 417725 4547757)"
27587,27570,0.27177866107075765,27587_27570,720,0,1,38,"LINESTRING (417922 4547452, 418166 4547089)"
27588,27606,0.2733369158834705,27588_27606,711,0,3,33,"LINESTRING (417979 4547397, 417732 4547761)"
27597,27584,0.22405032799290697,27597_27584,710,0,3,33,"LINESTRING (417713 4547746, 417916 4547448)"
27598,27587,0.224564141412218,27598_27587,710,0,1,38,"LINESTRING (417719 4547751, 417922 4547452)"
27602,27636,0.7417506749533657,27602_27636,703,0,1,38,"LINESTRING (417725 4547757, 417058 4548747)"
27606,27640,0.7415830450918071,27606_27640,703,0,3,33,"LINESTRING (417732 4547761, 417064 4548750)"
27618,27526,0.44584336904910654,27618_27526,769,0,3,33,"LINESTRING (423623.17 4542048.044, 423603.6134 4541330.797)"
27620,27678,0.30678497643290187,27620_27678,770,0,3,33,"LINESTRING (423635.2829 4542045.66, 423604.7449 4542538.436)"
27636,27653,0.24302585990139874,27636_27653,704,0,1,38,"LINESTRING (417058 4548747, 416836 4549069)"
27640,27655,0.2435376884817391,27640_27655,704,0,3,33,"LINESTRING (417064 4548750, 416842 4549073)"
27643,27597,0.8801509575969716,27643_27597,703,0,3,33,"LINESTRING (416919 4548919, 417713 4547746)"
27645,27598,0.8796364556430708,27645_27598,703,0,1,38,"LINESTRING (416925 4548923, 417719 4547751)"
27653,27663,0.2426736995933552,27653_27663,703,0,1,38,"LINESTRING (416836 4549069, 416615 4549391)"
