Z,X,Y,ACRES,DEVACRES,SQMILE,CBD,PRKCSTPERM,PRKCSTTEMP,POP5,EMP5,DEVACRE5,URBANVAL,ATYPE,TERMTIME
2864,440947.64760,4460576.07400,44.99,44.99,0.07030,0,0.00,0.00,10804,8440,994,28.45,4,2
2865,442157.00000,4458503.00000,73.23,73.23,0.11442,0,0.00,0.00,5125,10902,835,33.16,4,3
2866,441815.00000,4459025.00000,77.06,77.06,0.12041,0,0.00,0.00,7607,7508,726,31.87,4,2
2867,442283.00000,4459002.00000,69.44,69.44,0.10849,0,0.00,0.00,6589,7860,1022,22.36,4,2
2868,442689.84410,4458760.07800,301.13,298.12,0.47051,0,0.00,0.00,7538,8419,1280,19.51,4,2
2869,441516.03670,4459782.60300,76.33,76.33,0.11927,0,0.00,0.00,9112,6162,882,24.80,4,2
2870,442115.39710,4459722.61700,160.96,160.96,0.25150,0,0.00,0.00,8807,4323,947,18.75,4,2
2871,442866.00810,4459740.40600,137.47,137.47,0.21480,0,0.00,0.00,10504,4029,1636,11.52,3,1
2872,441334.46160,4460556.74800,129.60,129.60,0.20249,0,0.00,0.00,10157,6868,1008,24.17,4,2
2873,442110.08470,4460535.45300,162.99,162.99,0.25467,0,0.00,0.00,9890,4363,1134,16.69,4,2
2874,442841.95100,4460548.65900,129.55,129.55,0.20242,0,0.00,0.00,9689,5533,1370,15.43,4,2
2875,438425.56780,4457518.27000,313.60,269.70,0.49000,0,0.00,0.00,5063,12526,1573,19.70,4,2
2876,439242.11060,4457388.33900,178.34,164.07,0.27865,0,0.00,0.00,7109,2836,1622,8.00,3,1
2877,437678.00000,4458409.00000,146.53,143.60,0.22895,0,0.00,0.00,4853,11732,1297,22.46,4,2
2878,438732.87040,4458219.09800,127.29,114.56,0.19889,0,0.00,0.00,5198,13040,1343,23.97,4,2
2879,437706.05488,4458902.97866,81.73,72.74,0.12770,0,0.00,0.00,8713,5707,1333,15.40,4,2
2880,436545.00000,4459592.00000,431.18,422.55,0.67372,0,0.00,0.00,6166,2163,1255,8.48,3,1
2881,437498.00000,4459169.00000,69.04,69.04,0.10787,0,0.00,0.00,7063,8060,1365,17.40,4,2
2882,438238.29270,4459017.85100,140.66,140.66,0.21979,0,0.00,0.00,6516,11732,1177,26.18,4,2
2883,440582.00000,4456617.00000,114.57,114.57,0.17902,0,0.00,0.00,8962,973,1439,7.63,3,1
2884,440141.00000,4457321.00000,177.52,177.52,0.27737,0,0.00,0.00,6532,3546,1278,10.86,3,1
2885,440562.36320,4457809.59000,157.37,157.37,0.24589,0,0.00,0.00,6703,5829,778,24.13,4,2
2886,441310.00000,4457327.00000,157.84,157.84,0.24662,0,0.00,0.00,9397,5130,975,20.53,4,2
2887,441973.00000,4457254.00000,94.91,94.91,0.14830,0,0.00,0.00,11812,3691,998,19.50,4,2
2888,442390.59930,4457620.50700,95.87,95.87,0.14979,0,0.00,0.00,10013,6989,760,32.19,4,2
2889,441431.33400,4457912.37300,99.56,99.56,0.15556,0,0.00,0.00,7761,8485,788,32.13,4,2
2890,439638.56440,4458151.98200,142.23,142.23,0.22223,0,0.00,0.00,6033,10338,1116,24.59,4,2
2891,439977.48580,4458257.70000,29.47,29.47,0.04604,0,0.00,0.00,5489,4427,980,14.95,3,1
2892,440521.85740,4458234.96100,26.79,26.79,0.04186,0,0.00,0.00,5970,7283,742,28.35,4,2
2893,441382.30090,4458230.58000,52.56,52.56,0.08213,0,0.00,0.00,6554,8086,666,34.96,4,2
2894,442304.10010,4458107.17900,86.59,86.59,0.13529,0,0.00,0.00,9930,9537,967,30.68,4,2
2895,443515.17070,4461344.50600,85.02,85.02,0.13284,0,0.00,0.00,4782,9312,1060,22.69,4,2
2896,444018.95950,4461252.82600,52.09,52.09,0.08140,0,0.00,0.00,4826,9259,1152,20.83,4,2
2897,443895.50410,4462085.49400,107.84,105.69,0.16851,0,0.00,0.00,6718,9532,1340,19.73,4,2
2898,444129.36780,4461792.48400,53.16,53.16,0.08306,0,0.00,0.00,4782,9312,1060,22.69,4,2
2899,443747.15890,4458855.75600,333.70,333.70,0.52141,0,0.00,0.00,9367,5688,1666,12.69,3,1
2900,444238.51910,4459049.50400,67.09,67.09,0.10483,0,0.00,0.00,9651,4185,1798,10.19,3,1
2901,443645.96660,4459952.60500,253.95,253.95,0.39679,0,0.00,0.00,7583,3922,1542,10.18,3,1
2902,444244.85660,4459621.63900,64.62,64.62,0.10097,0,0.00,0.00,8134,4202,1560,10.79,3,1
2903,443422.69630,4460540.98800,90.03,90.03,0.14068,0,0.00,0.00,6732,6998,1245,17.04,4,2
2904,444537.78340,4457532.34600,156.75,156.75,0.24492,0,0.00,0.00,11480,2951,1561,11.27,3,1
2905,445664.85640,4457743.19000,303.06,300.03,0.47354,0,0.00,0.00,11025,2384,1633,9.77,3,1
2906,444477.13570,4458437.52100,228.17,225.89,0.35651,0,0.00,0.00,8876,4963,1783,10.74,3,1
2907,445432.10820,4458659.20500,359.71,327.33,0.56204,0,0.00,0.00,10005,4290,1863,10.14,3,1
2908,444644.11660,4459944.72500,215.97,215.97,0.33746,0,0.00,0.00,7535,3907,1671,9.35,3,1
2909,445272.64280,4459943.97300,222.94,171.67,0.34835,0,0.00,0.00,9486,3089,1801,8.82,3,1
2910,444294.76410,4461134.62400,271.62,249.89,0.42441,0,0.00,0.00,4531,9156,1185,19.81,4,2
2911,445834.01640,4460577.76200,267.00,224.28,0.41719,0,0.00,0.00,6299,2589,1359,8.58,3,1
2912,438284.00000,4454877.00000,245.68,157.24,0.38388,0,0.00,0.00,5155,539,1676,3.74,2,1
2913,440069.00000,4454675.00000,204.89,202.84,0.32014,0,0.00,0.00,7971,1184,1242,8.39,3,1
2914,441044.21770,4454653.04500,40.69,40.69,0.06358,0,0.00,0.00,6814,1645,958,10.67,3,1
2915,439478.00000,4455413.00000,169.32,169.32,0.26457,0,0.00,0.00,7288,381,1680,4.81,2,1
2916,440177.00000,4455312.00000,163.75,163.75,0.25585,0,0.00,0.00,9028,1124,1353,8.39,3,1
2917,439015.00000,4455827.00000,82.02,81.20,0.12815,0,0.00,0.00,5845,467,1661,4.10,2,1
2918,438970.82580,4456464.73400,270.06,259.26,0.42197,0,0.00,0.00,5761,635,1707,4.14,2,1
2919,440153.35000,4456194.99300,307.71,307.71,0.48079,0,0.00,0.00,7230,788,1494,5.93,3,1
2920,441307.00000,4454920.00000,88.41,88.41,0.13815,0,0.00,0.00,5722,1589,772,11.67,3,1
2921,442040.00000,4455034.00000,59.72,59.72,0.09331,0,0.00,0.00,6880,2322,797,14.67,3,1
2922,441090.00000,4455415.00000,57.35,57.35,0.08961,0,0.00,0.00,6884,1879,1157,9.31,3,1
2923,441320.00000,4455808.00000,139.51,139.51,0.21798,0,0.00,0.00,6274,1811,948,10.57,3,1
2924,442054.78740,4455731.08000,136.84,136.84,0.21381,0,0.00,0.00,9161,3060,893,17.35,4,2
2925,442616.39070,4455539.81900,142.47,142.47,0.22260,0,0.00,0.00,7082,11506,831,37.20,4,2
2926,441325.07490,4456524.17000,163.01,163.01,0.25471,0,0.00,0.00,9568,1448,1319,9.52,3,1
2927,442121.61900,4456456.31700,147.71,147.71,0.23079,0,0.00,0.00,10114,2999,962,16.97,4,2
2928,442558.20560,4456664.37300,55.19,55.19,0.08623,0,0.00,0.00,8844,5018,760,25.31,4,2
2929,443061.82330,4456298.47700,60.96,60.96,0.09525,0,0.00,0.00,6856,14023,658,54.49,4,2
2930,443473.92650,4456131.96500,87.76,87.76,0.13713,0,0.00,0.00,5042,14377,566,61.46,4,2
2931,443839.99340,4456110.31300,46.35,46.35,0.07243,0,0.00,0.00,3575,12442,521,56.25,4,2
2932,442704.90710,4457242.13100,96.96,96.96,0.15150,0,0.00,0.00,8498,4587,789,22.81,4,2
2933,443037.58530,4456907.14400,66.86,66.86,0.10447,0,0.00,0.00,7643,5951,701,28.50,4,2
2934,443354.85600,4456705.23000,53.63,53.63,0.08380,0,0.00,0.00,6749,6339,632,31.45,4,2
2935,443305.09410,4457422.06500,91.25,91.25,0.14257,0,0.00,0.00,7395,4913,691,25.44,4,2
2936,443801.01430,4456943.71700,92.04,92.04,0.14381,0,0.00,0.00,6250,5897,702,26.28,4,2
2937,444089.05710,4455431.00700,36.25,36.25,0.05664,0,0.00,0.00,6151,11215,386,76.14,4,2
2938,444095.22630,4456068.14200,29.91,29.91,0.04673,0,0.00,0.00,4899,27814,837,74.65,4,2
2939,445008.94500,4455832.97900,338.02,338.02,0.52816,0,1.00,0.00,10218,18528,1031,47.11,4,7
2940,444135.11570,4456759.56700,77.74,77.74,0.12147,0,1.00,0.00,6021,5382,801,21.43,4,2
2941,444778.61190,4456803.72100,165.32,165.32,0.25831,0,0.00,0.00,8921,19172,1331,36.53,4,2
2942,445695.21200,4455800.87600,215.47,215.47,0.33667,0,0.00,0.00,11435,17635,1260,38.05,4,2
2943,446378.38290,4455718.63400,147.77,118.22,0.23090,0,0.00,0.00,11219,16645,1272,35.89,4,2
2944,445498.88090,4456674.83100,124.58,124.58,0.19466,0,0.00,0.00,9556,16744,1685,26.25,4,2
2945,446199.92020,4456770.51300,190.39,188.48,0.29748,0,0.00,0.00,10934,16846,1934,23.68,4,2
2946,438994.68510,4452449.69800,771.33,732.76,1.20520,0,0.00,0.00,2602,1045,2276,2.09,2,1
2947,439634.07650,4452457.63200,251.55,251.55,0.39304,0,0.00,0.00,4363,880,2082,2.97,2,1
2948,440538.59400,4452619.54100,150.03,150.03,0.23442,0,0.00,0.00,4083,1008,2077,2.97,2,1
2949,437984.09110,4453769.67000,439.74,360.59,0.68710,0,0.00,0.00,3007,1115,2304,2.31,2,1
2950,438992.00000,4453577.00000,106.30,106.30,0.16610,0,0.00,0.00,2543,1045,2284,2.06,2,1
2951,439717.23410,4453558.83500,186.94,186.94,0.29210,0,0.00,0.00,4327,771,2119,2.80,2,1
2952,440469.08490,4453533.61700,149.20,149.20,0.23313,0,0.00,0.00,7352,505,1314,6.39,3,1
2953,438791.25320,4454225.99100,185.28,155.64,0.28951,0,0.00,0.00,4933,800,1603,4.11,2,1
2954,440085.22060,4454188.17600,183.29,183.29,0.28639,0,0.00,0.00,6705,491,1268,6.09,3,1
2955,441200.85460,4452540.40500,179.58,179.58,0.28059,0,0.00,0.00,4517,526,1388,4.04,2,1
2956,441937.29220,4451826.33100,163.86,158.95,0.25604,0,0.00,0.00,8021,508,1196,7.59,3,1
2957,442753.35050,4451691.09900,253.19,253.19,0.39561,0,0.00,0.00,6945,3875,1022,14.65,3,1
2958,443455.37490,4451387.78000,117.15,117.15,0.18305,0,0.00,0.00,3691,10667,952,27.07,4,2
2959,441928.54610,4452634.49900,164.26,164.26,0.25666,0,0.00,0.00,7637,1005,1073,9.06,3,1
2960,442548.56880,4452536.77200,71.37,71.37,0.11151,0,0.00,0.00,8507,782,987,10.26,3,1
2961,441200.55790,4453493.77400,142.16,142.16,0.22212,0,0.00,0.00,5211,595,1109,5.81,3,1
2962,441826.40980,4453397.26200,120.95,120.95,0.18898,0,0.00,0.00,6761,1019,1015,8.74,3,1
2963,441238.79230,4454171.91500,79.13,79.13,0.12365,0,0.00,0.00,6684,1399,852,11.24,3,1
2964,441635.39270,4454310.41100,83.01,83.01,0.12970,0,0.00,0.00,6284,1818,729,13.78,3,1
2965,442298.00000,4454059.00000,52.26,52.26,0.08166,0,0.00,0.00,7224,1772,712,15.31,4,2
2966,442922.52670,4454069.08900,44.25,44.25,0.06913,0,0.00,0.00,6966,5086,552,31.72,4,2
2967,443444.12420,4454062.21300,33.26,33.26,0.05196,0,0.00,0.00,4558,10653,394,67.49,4,2
2968,443818.23660,4454057.73200,22.40,22.40,0.03500,0,0.00,0.00,4001,12708,308,98.54,4,2
2969,442266.15740,4454288.21900,96.30,96.30,0.15047,0,0.00,0.00,6574,2201,650,17.11,4,2
2970,442927.00440,4454438.09100,64.71,64.71,0.10112,0,0.00,0.00,6948,4984,525,32.86,4,2
2971,443449.13480,4454432.50600,48.56,48.56,0.07588,0,0.00,0.00,5044,8733,377,61.41,4,2
2972,443822.96070,4454427.46100,32.63,32.63,0.05099,0,0.00,0.00,5244,9195,305,79.65,4,2
2973,442317.12720,4454843.10000,87.38,87.38,0.13653,0,0.00,0.00,7170,3571,703,20.72,4,2
2974,442996.56100,4454875.18700,50.39,50.39,0.07873,0,0.00,0.00,7104,11892,631,50.25,4,2
2975,443456.04610,4454868.71700,48.24,48.24,0.07537,0,0.00,0.00,6204,12158,440,71.26,4,2
2976,443840.11530,4454859.81800,32.08,32.08,0.05012,0,0.00,0.00,7689,3636,345,44.15,4,2
2977,443033.20570,4455398.42100,66.73,66.73,0.10427,0,0.00,0.00,6129,13227,673,49.81,4,2
2978,443413.75420,4455466.10300,78.53,78.53,0.12270,0,0.00,0.00,5410,13402,497,66.75,4,2
2979,443836.91970,4455430.83700,50.32,50.32,0.07862,0,0.00,0.00,5212,12389,442,69.78,4,2
2980,444119.15490,4454054.46600,22.32,22.32,0.03487,0,0.00,0.00,4825,9315,262,91.89,4,2
2981,444416.24650,4454051.16900,21.79,21.79,0.03405,0,0.00,0.00,6748,3846,302,48.67,4,2
2982,444780.22800,4454046.50700,32.35,32.35,0.05055,0,0.00,0.00,7105,914,347,25.92,4,2
2983,445143.52710,4454099.61000,29.88,29.88,0.04668,0,0.00,0.00,7965,1004,381,26.35,4,2
2984,445496.63050,4454285.76400,66.52,66.52,0.10394,0,0.00,0.00,8017,2588,621,21.55,4,2
2985,445976.76290,4453888.77000,176.06,156.69,0.27509,0,0.00,0.00,8295,2804,751,18.76,4,2
2986,444123.00000,4454424.00000,32.57,32.57,0.05089,0,0.00,0.00,7352,5582,260,72.83,4,2
2987,444420.00000,4454421.00000,31.79,31.79,0.04967,0,0.00,0.00,8102,2936,285,49.77,4,2
2988,444784.75740,4454418.16100,47.40,47.40,0.07406,0,0.00,0.00,9030,2006,312,42.24,4,2
2989,445147.59220,4454522.87800,31.13,31.13,0.04863,0,0.00,0.00,10650,2026,404,36.71,4,2
2990,444129.00000,4454863.00000,32.75,32.75,0.05117,0,0.00,0.00,8131,3441,328,46.52,4,2
2991,444426.00000,4454857.00000,31.28,31.28,0.04887,0,0.00,0.00,11591,2412,334,49.61,4,2
2992,444805.16870,4454894.96300,53.88,53.88,0.08419,0,0.00,0.00,12680,1895,372,44.60,4,2
2993,445153.86810,4454992.34200,36.32,36.32,0.05676,0,0.00,0.00,10453,17776,710,66.59,4,2
2994,445583.25510,4454796.62600,75.11,75.11,0.11736,0,0.00,0.00,10163,3667,607,29.26,4,2
2995,446097.60380,4454601.42100,121.92,109.73,0.19050,0,0.00,0.00,9317,2613,839,17.55,4,2
2996,443357.88850,4452419.44300,55.79,55.79,0.08718,0,0.00,0.00,5247,5788,507,33.99,4,2
2997,443555.11880,4452043.34700,63.19,63.19,0.09874,0,0.00,0.00,4339,6435,743,23.76,4,3
2998,443846.11160,4451946.72500,63.11,63.11,0.09860,0,0.00,0.00,1676,10811,732,32.84,4,2
2999,442890.66750,4452817.68500,74.50,74.50,0.11641,0,0.00,0.00,7859,1093,689,14.69,3,1
3000,443433.50130,4452804.32200,48.16,48.16,0.07524,0,0.00,0.00,6117,4228,452,32.86,4,2
3001,443877.85960,4452716.68800,33.52,33.52,0.05238,0,0.00,0.00,3083,4568,426,29.46,4,2
3002,442451.98080,4453606.58700,96.93,96.93,0.15146,0,0.00,0.00,9153,1892,680,19.23,4,2
3003,442913.60190,4453252.72800,63.93,63.93,0.09988,0,0.00,0.00,7928,2572,563,23.55,4,2
3004,443433.81790,4453246.09100,48.34,48.34,0.07553,0,0.00,0.00,4256,5414,407,37.95,4,2
3005,443811.50110,4453229.56600,32.57,32.57,0.05090,0,0.00,0.00,3636,6604,343,50.49,4,2
3006,442918.82610,4453694.73700,65.80,65.80,0.10281,0,0.00,0.00,5723,5391,519,32.53,4,2
3007,443550.64840,4453724.55000,49.45,49.45,0.07726,0,0.00,0.00,3453,12101,341,83.70,4,2
3008,443814.28930,4453683.83100,33.25,33.25,0.05195,0,0.00,0.00,3070,12215,307,92.31,4,2
3009,444258.61670,4452756.19100,65.66,65.66,0.10259,0,0.00,0.00,2331,4686,414,29.08,4,2
3010,445221.22600,4452502.52800,136.25,136.25,0.21288,0,0.00,0.00,6098,4280,915,16.34,4,2
3011,444111.00000,4453239.00000,32.45,32.45,0.05071,0,0.00,0.00,3154,6262,343,46.95,4,2
3012,444408.00000,4453234.00000,31.89,31.89,0.04983,0,0.00,0.00,3696,4180,370,33.34,4,2
3013,444834.61980,4453218.66300,60.25,60.25,0.09414,0,0.00,0.00,5681,2371,501,21.13,4,2
3014,444142.79370,4453706.70000,33.13,33.13,0.05177,0,0.00,0.00,3037,8800,262,81.04,4,2
3015,444409.88700,4453663.87500,32.46,32.46,0.05072,0,0.00,0.00,3814,6210,288,57.87,4,2
3016,444792.90630,4453686.89700,48.39,48.39,0.07561,0,0.00,0.00,4964,1457,351,22.74,4,2
3017,444865.62390,4450808.16900,291.47,239.00,0.45542,0,0.00,0.00,957,7606,1270,13.15,3,1
3018,445925.49830,4450499.16100,228.34,226.06,0.35679,0,0.00,0.00,2552,4401,1535,7.60,3,1
3019,444188.31600,4451427.04100,98.67,96.69,0.15417,0,0.00,0.00,1614,11204,938,26.45,4,2
3020,444056.00000,4452177.00000,48.87,48.87,0.07637,0,0.00,0.00,1029,11515,681,36.51,4,2
3021,444325.00000,4452207.00000,60.29,60.29,0.09420,0,0.00,0.00,1371,11791,761,33.85,4,2
3022,444721.51970,4451860.04800,204.07,193.87,0.31886,0,0.00,0.00,1616,9422,939,22.50,4,2
3023,445506.77250,4451431.72800,158.79,158.79,0.24811,0,0.00,0.00,4070,6366,1391,12.40,3,1
3024,445711.19790,4451778.92700,115.17,115.17,0.17996,0,0.00,0.00,7683,2354,1129,11.12,3,1
3025,446063.89740,4452264.32700,132.76,132.76,0.20744,0,0.00,0.00,8341,1707,958,12.40,3,1
3026,446563.58460,4452265.91000,87.25,80.27,0.13633,0,0.00,0.00,9250,1796,1130,11.48,3,1
3027,445215.65950,4453264.75300,22.01,22.01,0.03438,0,0.00,0.00,6559,1752,562,18.12,4,2
3028,445655.46210,4453041.35600,129.08,129.08,0.20170,0,0.00,0.00,8270,3630,848,18.62,4,2
3029,446173.43600,4452976.31300,91.42,90.50,0.14284,0,0.00,0.00,8662,3333,935,16.65,4,2
3030,445220.73230,4453656.38300,71.87,71.87,0.11229,0,0.00,0.00,6411,3569,617,22.36,4,2
3031,447315.81400,4449158.40300,356.70,353.13,0.55734,0,0.00,0.00,1582,6301,1468,9.96,3,1
3032,446705.52210,4450314.36800,123.45,123.45,0.19290,0,0.00,0.00,2552,4551,1649,7.26,3,1
3033,446941.03680,4450862.51100,213.73,194.50,0.33396,0,0.00,0.00,5954,2512,1477,7.55,3,1
3034,446311.63040,4451576.86500,92.71,92.71,0.14486,0,0.00,0.00,6658,1744,1214,8.46,3,1
3035,445989.33470,4448477.13300,95.80,95.80,0.14969,0,0.00,0.00,67,5816,1629,7.43,3,1
3036,446956.81870,4448433.23300,199.85,197.85,0.31227,0,0.00,0.00,1936,6117,1563,9.34,3,1
3037,445973.17180,4449380.98000,204.53,186.12,0.31958,0,0.00,0.00,133,6356,1697,7.83,3,1
3038,446655.26270,4449136.86300,199.21,199.21,0.31126,0,0.00,0.00,751,6566,1547,9.27,3,1
3039,447788.71740,4447465.25300,127.87,127.87,0.19980,0,0.00,0.00,8260,1729,1138,10.40,3,1
3040,448339.10820,4447558.60200,133.45,133.45,0.20852,0,0.00,0.00,8321,1779,1093,10.98,3,1
3041,448972.99320,4447509.11500,217.92,202.67,0.34050,0,0.00,0.00,8309,2105,1075,11.78,3,1
3042,447659.45000,4448222.22600,121.66,119.22,0.19009,0,0.00,0.00,3963,5455,1445,10.56,3,1
3043,448312.03380,4448218.51000,80.68,80.68,0.12606,0,0.00,0.00,6439,4036,1423,10.40,3,1
3044,448329.44770,4448743.49700,116.45,112.96,0.18196,0,0.00,0.00,5479,5430,1527,10.95,3,1
3045,440715.46410,4446095.90300,555.09,555.09,0.86733,0,0.00,0.00,132,0,2875,0.05,1,1
3046,442015.89190,4446129.84500,501.16,501.16,0.78306,0,0.00,0.00,862,108,2489,0.44,1,1
3047,443007.00000,4446035.00000,190.59,190.59,0.29780,0,0.00,0.00,823,266,2060,0.67,1,1
3048,443712.00000,4446090.00000,126.23,126.23,0.19724,0,0.00,0.00,1665,1596,1478,3.36,2,1
3049,443018.00000,4446906.00000,166.09,166.09,0.25952,0,0.00,0.00,820,544,1814,1.07,2,1
3050,443873.00000,4446957.00000,177.09,177.09,0.27671,0,0.00,0.00,848,1963,1609,3.05,2,1
3051,444408.20520,4446146.25800,132.70,132.70,0.20735,0,0.00,0.00,1661,3195,1295,6.39,3,1
3052,445443.64850,4446169.50200,122.25,122.25,0.19101,0,0.00,0.00,1077,3276,1170,6.72,3,1
3053,444585.00000,4446839.00000,129.96,129.96,0.20305,0,0.00,0.00,539,1566,1538,2.46,2,1
3054,445434.60210,4446893.21100,163.93,163.93,0.25614,0,0.00,0.00,1056,1734,1523,3.05,2,1
3055,444721.08220,4447795.64300,361.58,357.96,0.56497,0,0.00,0.00,606,2340,1568,3.47,2,1
3056,445430.07900,4447711.90600,155.55,155.55,0.24304,0,0.00,0.00,606,2365,1512,3.64,2,1
3057,445484.93820,4448519.39200,220.33,152.02,0.34426,0,0.00,0.00,68,5962,1672,7.42,3,1
3058,445951.89340,4446227.93400,124.52,124.52,0.19457,0,0.00,0.00,3861,3395,1201,9.07,3,1
3059,446953.26430,4446137.53500,130.58,130.58,0.20403,0,0.00,0.00,6937,4210,1100,14.23,3,1
3060,445966.61730,4446870.87700,172.52,172.52,0.26956,0,0.00,0.00,3840,1574,1316,5.39,3,1
3061,446910.88550,4446853.12300,162.67,162.67,0.25416,0,0.00,0.00,6788,3361,1194,11.52,3,1
3062,446012.62940,4447742.24500,163.53,163.53,0.25552,0,0.00,0.00,2001,3786,1384,7.11,3,1
3063,446931.16800,4447636.80000,120.51,120.51,0.18829,0,0.00,0.00,4706,3569,1256,9.63,3,1
3064,447749.41660,4445547.99700,71.91,71.91,0.11236,0,0.00,0.00,5820,4027,1122,12.61,3,1
3065,448305.52940,4445491.96900,98.79,98.79,0.15436,0,0.00,0.00,5680,4401,839,17.63,4,2
3066,447689.18640,4446129.50800,95.64,95.64,0.14944,0,0.00,0.00,8187,4469,1017,17.15,4,2
3067,448311.53350,4446122.50900,95.51,95.51,0.14923,0,0.00,0.00,7006,4620,870,19.06,4,2
3068,447692.68230,4446748.62500,95.68,95.68,0.14951,0,0.00,0.00,8702,4196,1057,16.45,4,2
3069,448318.33560,4446743.06900,95.11,95.11,0.14862,0,0.00,0.00,8983,4457,1064,17.12,4,2
3070,448923.80130,4446116.90400,92.81,92.81,0.14502,0,0.00,0.00,7601,2756,1004,13.25,3,1
3071,449623.66700,4446109.18700,122.69,122.69,0.19170,0,0.00,0.00,8213,2302,1143,11.36,3,1
3072,450613.98640,4446060.34100,186.84,168.15,0.29193,0,0.00,0.00,7828,1233,1257,8.26,3,1
3073,449034.37280,4446739.53200,125.12,125.12,0.19549,0,0.00,0.00,8992,2289,1071,12.82,3,1
3074,449883.87520,4446660.75300,118.62,104.39,0.18535,0,0.00,0.00,8983,1627,1250,9.88,3,1
3075,443747.00000,4445335.00000,114.92,114.92,0.17957,0,0.00,0.00,1670,4318,1873,5.67,3,1
3076,444477.83640,4445454.33400,164.90,164.90,0.25766,0,0.00,0.00,3246,5626,1407,10.58,3,1
3077,445140.75720,4444647.42300,199.21,199.21,0.31127,0,0.00,0.00,3048,6097,1543,10.15,3,1
3078,445907.57870,4444477.81700,123.80,123.80,0.19343,0,0.00,0.00,3521,3107,1558,6.39,3,1
3079,445161.03690,4445531.61800,163.38,163.38,0.25527,0,0.00,0.00,2971,4554,1286,9.64,3,1
3080,445931.00000,4445443.00000,85.51,85.51,0.13361,0,0.00,0.00,4884,3197,1287,8.94,3,1
3081,446335.00000,4445434.00000,75.41,75.41,0.11783,0,0.00,0.00,4687,3168,1218,9.23,3,1
3082,446969.46200,4445432.10900,170.63,170.63,0.26661,0,0.00,0.00,5437,3684,1236,10.57,3,1
3083,446600.67720,4444588.01900,222.08,222.08,0.34700,0,0.00,0.00,4492,1779,1522,5.37,3,1
3084,447510.74040,4444572.82100,259.62,259.62,0.40565,0,0.00,0.00,4100,1472,1354,5.28,3,1
3085,446410.74810,4443533.54900,215.17,213.02,0.33620,0,0.00,0.00,2197,1310,1648,2.98,2,1
3086,447060.73133,4443556.10118,176.23,172.70,0.27536,0,0.00,0.00,2868,363,1742,2.08,2,1
3087,446544.89330,4442609.33900,276.15,276.15,0.43149,0,0.00,0.00,2004,2650,1510,4.96,2,1
3088,447085.73880,4442384.03000,51.58,51.58,0.08059,0,0.00,0.00,3148,432,1493,2.71,2,1
3089,447825.24850,4443317.72400,159.06,159.06,0.24853,0,0.00,0.00,2914,431,1428,2.67,2,1
3090,448155.20460,4444489.86200,130.97,130.97,0.20463,0,0.00,0.00,3631,1172,1047,5.79,3,1
3091,448545.01370,4443635.90700,98.03,98.03,0.15318,0,0.00,0.00,4395,655,1241,4.63,2,1
3092,448862.91260,4444056.27900,74.09,74.09,0.11577,0,0.00,0.00,5961,483,1117,6.23,3,1
3093,448457.22040,4444934.01800,68.55,68.55,0.10711,0,0.00,0.00,4998,1922,984,9.12,3,1
3094,448857.88440,4444789.26400,85.68,85.68,0.13388,0,0.00,0.00,6305,1300,963,9.34,3,1
3095,448916.02530,4445459.73200,98.95,98.95,0.15461,0,0.00,0.00,7151,2583,969,12.90,3,1
3096,449702.98880,4445310.83600,172.69,170.97,0.26983,0,0.00,0.00,7552,1507,1079,9.89,3,1
3097,450701.06850,4445423.67700,164.06,164.06,0.25634,0,0.00,0.00,8003,563,1395,6.57,3,1
3098,451710.41480,4444962.26300,211.99,190.79,0.33123,0,0.00,0.00,6685,575,1491,5.28,3,1
3099,451323.17270,4444524.05900,243.52,241.09,0.38050,0,0.00,0.00,6716,647,1549,5.20,3,1
3100,450337.11810,4444786.99000,109.03,109.03,0.17036,0,0.00,0.00,7732,554,1332,6.66,3,1
3101,449653.00000,4444696.00000,134.57,134.57,0.21027,0,0.00,0.00,6515,710,1035,7.71,3,1
3102,449459.78640,4444241.51900,100.63,100.63,0.15724,0,0.00,0.00,6224,487,1086,6.66,3,1
3103,450289.00000,4444240.00000,94.12,94.12,0.14706,0,0.00,0.00,6392,314,1354,5.20,3,1
3104,450308.22110,4443675.59800,149.72,149.72,0.23394,0,0.00,0.00,5485,808,1323,5.41,3,1
3105,449447.00000,4443600.00000,167.30,167.30,0.26141,0,0.00,0.00,5641,343,1244,5.11,3,1
3106,448433.43981,4443130.91911,261.99,256.75,0.40936,0,0.00,0.00,4173,760,1387,4.14,2,1
3107,449478.00000,4442792.00000,168.45,168.45,0.26320,0,0.00,0.00,4380,1496,1442,5.19,3,1
3108,450281.00000,4442820.00000,172.68,172.68,0.26982,0,0.00,0.00,4349,1345,1401,5.09,3,1
3109,451070.98160,4442975.39900,226.52,226.52,0.35394,0,0.00,0.00,5189,815,2504,2.75,2,1
3110,451569.10140,4443838.02900,187.99,187.99,0.29374,0,0.00,0.00,6370,445,1919,3.80,2,1
3111,451525.46860,4444116.88300,188.06,186.17,0.29384,0,0.00,0.00,6370,445,1919,3.80,2,1
3112,452364.84240,4443062.39100,574.08,533.90,0.89701,0,0.00,0.00,6360,815,2681,3.00,2,1
3113,451552.64660,4441625.13500,808.66,792.48,1.26353,0,0.00,0.00,4093,1126,2922,2.20,2,1
3114,450285.00000,4441984.00000,160.23,160.23,0.25037,0,0.00,0.00,4057,1741,2113,3.63,2,1
